名称,面积(㎡),月租金(元)
沙河地铁兆丰家园南北通透两居 业主直签 包物业取暖,85.0,4000
巩华家园东一村 1室1卫1厅 业主直签 学位咨询 看,55.0,4000
玫瑰园独栋别墅出租使用面积1000平米 办公居住均可,900.0,40000
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3400
民园小区 2室1卫1厅 55平精装修 3300元/月,53.0,3300
高教园地铁两居室精装修有电梯民水民电燃气入户随时看房,90.0,3000
回龙观生命科学园沙河地铁两居室出租民水民电随时看房入,90.0,4200
兆丰家园精装两居室随时入住,86.0,3700
西二旗生命科学园两居室出租民水民电随时看房随时入住,80.0,2800
沙河地铁巩华家园一居室出租民水民电燃气入户随时看房随,60.0,3600
"精装三居室,看房方便,临近地铁,周边有商业圈,南北通",125.0,5500
民园小区 4室2卫1厅 102平精装修 业主直签 看,102.0,5000
北京玫瑰园 5室3厅,266.0,22000
福田沙河一通宿舍小区 2室1卫1厅 60平精装修 包,60.0,3500
北一街8号别墅4室3厅,256.0,11000
北街家园八区1室精装修,35.0,2400
沙河地铁昌平沙河精装南向一居 业主直签 看房方便 随,55.0,3000
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4500
"昌平区兆丰家园——宜居美境,温馨家园,尽显昌平醇熟生",60.0,3200
沙河地铁巩华家园白楼一居室精装修民水民电随时看房 随,60.0,3500
沙河生产宿舍 2室1卫1厅 65平简装修 业主直签,65.0,3000
"昌平东一村:生活便利,近商圈,交通顺,邻里和睦,生活",90.0,4500
佳美小区 2室1卫1厅 70平精装修 业主直签 包物,70.0,2800
顺沙路19号院精装一居室,54.0,3000
沙河整租 押一付一 家电齐全 精装 电梯独卫 0中,22.0,1200
沙河平价好房拎包入住,30.0,1200
南北通透北街家园一区3室1厅精装修,88.0,4500
巩华家园南一村精装两居室,86.0,4500
西二旗朱辛庄生命科学园沙河地铁四居主卧室出租随时看房,25.0,2000
西二旗朱辛庄生命科学园巩华城地铁两居室出租随时看房随,90.0,3300
科信路66号院 南北通透精装两居 电梯高层 业主直签,85.0,3500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3600
"沙河地铁站附近精装一居室,从物业取暖,业主直签",60.0,3200
北京玫瑰园 鸟语花香 生态宜居 住房住个好心情!1万,410.0,19000
"昌平区兆丰家园——宜居美境,温馨家园,尽显昌平醇熟生",60.0,3200
保利罗兰香谷 2室1卫1厅 52平精装修 包物业取暖,52.0,3700
正南 北京玫瑰园 6室3厅 精装修,475.0,50000
TBD云集中心附近温度水城白各庄,151.0,5500
东环北里 3室1卫1厅 105平精装修 业主直签 包,105.0,4000
"百葛路串联京藏高速与北六环,交通枢纽,通达性强,周边",60.0,3500
巩华家园北二村 2室1卫1厅 业主直签 包物业取暖,83.0,4600
北漂住了7年都不想换的房子 电梯独卫 家电齐全 押一,22.0,1300
佳美小区 2室1卫1厅 94平精装修 包物业取暖,94.0,3700
沙河 巩华城 朱辛庄 生命科学园 押一 电梯独卫 家,28.0,1300
民园小区南北通透两居 业主直签 包物业取暖 幼升小咨,75.0,3400
回龙观生命科学园沙河车站旁两居室民水民电随时看房随时,80.0,3000
清爽小单间!豆各庄新村近朱辛庄地铁万达广场小米产业园,13.0,1399
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,100.0,3500
民园小区 2室1卫1厅 平精装修 业主直签 看房方便,74.0,3500
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3300
沙河民园小区南北通透两居中楼层 家具家电齐全 包物业,70.0,3500
西二旗朱辛庄生命科学园高教园地铁两居室出租随时看房随,60.0,2600
北街家园(五区)南环里前后双阳台拎包入住全新家电40,88.0,4000
高教园地铁百葛路一居室出租民水民电燃气入户随时看房拎,60.0,2500
汇贤博达小区 2室1卫1厅 86平精装修 随时入住首,86.0,4000
沙河中海丽春湖·洋房 3室1卫1厅 89平精装修,89.0,6200
整租·玫瑰园 5室4厅 复式 南/北,311.0,28000
兆丰家园 2室1卫1厅 85平精装修 包物业取暖 业,85.0,4300
沙河地铁东水岸庄园三室两厅两卫出租有电梯150平45,150.0,4000
巩华家园东一村 1室1卫1厅 55平精装修 业主直签,55.0,4100
"刚刚空出,恒大城5号院精装修2室,全新装修",78.0,3800
民园小区 3室1卫1厅 88平简装修 包物业取暖 业,88.0,3800
沙河地铁巩华家园西二村一居室出租民水民电燃气入户随时,60.0,3600
回龙观生命科学园沙河巩华城地铁附近两居室民水民电随时,80.0,3000
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,40.0,1600
回龙观生命科学园沙河线材厂宿舍两居室出租民水民电随时,90.0,3000
沙河车站旁两居室精装修民水民电有电梯高楼层随时看房随,90.0,4000
沙河回收宿舍 2室1卫1厅 63平简装修 业主直签,63.0,3000
经典轻奢装修!北青创意园独立卫浴出门公交生命科学园地,25.0,2699
毛条小区 1室1卫1厅 56.37平精装修业主直签包,56.0,3300
巩华家园东一村 1室1卫1厅 55平精装修 业主直签,55.0,4100
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,3400
民园小区南北通透两居 精装 业主直签 看房方便 包物,68.0,3500
北街家园六区1室企业推荐房源,29.0,2300
兆丰家园一居室出租民水民电燃气入户有电梯真实价格真实,60.0,3500
高教园地铁百葛路三号院三居室出租民水民电燃气入户随时,126.0,4000
沙河地铁巩华家园南一村三居室出租南北通透民水民电燃气,130.0,5800
沙河地铁巩华家园两居室出租民水民电燃气入户随时看房拎,90.0,4200
正南 北京玫瑰园 6室4厅 精装修,736.0,100000
沙河地铁兆丰家园两居室出租民水民电燃气入户随时看房拎,90.0,4000
南北通透北街家园五区3室1厅精装修,134.0,5900
西二旗生命科学园沙河宿舍三居室出租民水民电随时看房,80.0,3000
南北通透北街家园五区3室1厅,89.0,4300
北京玫瑰园 鸟语花香 生态宜居 住房住个好心情!1万,410.0,19000
兆丰家园西区精装两居室,86.0,4200
北街家园六区3室1厅精装修,77.0,4500
北京玫瑰园6室3厅企业推荐房源,738.0,50000
北街家园C区别墅3室2厅,256.0,13000
博达小区南北通透三居 低层精装 业主直签 看房方便,100.0,3200
沙河顺沙路19号院 南向一居 电梯中层 业主直签,55.0,3000
西二旗朱辛庄生命科学园巩华城地铁两居室出租随时看房随,90.0,3300
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
恒大城5号院 2室1卫2厅 90平精装修 业主直签,90.0,4000
正南北街家园八区2室1厅精装修,89.0,4800
沙河地铁巩华家园一居室出租民水民电燃气入户随时看房随,60.0,3600
沙河车站附近沙河宿舍 两居室出租民水民电随时看房拎包,80.0,3000
西二旗朱辛庄生命科学园沙河地铁三居两卫出租随时看房随,90.0,3100
北街家园六区2室1厅精装修,63.0,4300
昌平沙河地铁巩华家园两居室出租民水民电随时看房随时入,86.0,4200
沙河北大桥展思门路三居室出租二层民水民电燃气入户随时,130.0,4500
"兆丰家园:交通便捷达全城,京北宜居暖日常。小区门口就",50.0,2000
沙河地铁精装三居 南北通透电梯高层 业主直签 看房方,120.0,5500
"碧水庄园新出租赁房源,千平纯独栋别墅,自住兼接待",385.0,25000
巩华家园南北通透两居 中装带电梯 业主直签 看房方便,85.0,4200
回龙观生命科学园沙河公交旁宿舍两居室出租民水民电随时,80.0,2700
沙河北大桥三室两厅两卫二层民水民电随时看房随时拎包入,130.0,4000
青年创业公寓精装两居室,86.0,4000
高教园地铁百葛路一居室出租民水民电燃气入户随时看房拎,60.0,2500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4000
兆丰家园西区 通风好 1室1厅1卫 精装修,68.0,3400
"高性价比精装现房,近地铁高教园站,低密宜居,配套齐全",135.0,3500
百葛路3号院精装两居室,86.0,3500
朱辛庄地铁附近 顺玮阁 白各庄 多套一居 两居 三居,81.0,2800
"刚刚空出,恒大城5号院精装修2室,全新装修",78.0,3800
"亲,还在辛苦寻找吗,这就是您温暖的家,北街家园(六区",25.0,2600
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
沙河地铁科华新城三居两卫出租民水民电有电梯随时看房拎,120.0,5400
兆丰家园 2室1卫1厅 4000能租 业主直签 看房,85.0,4200
巩华家园合租次卧随时入住,86.0,1400
"紧邻沙河公交站 回收宿舍 3室1厅1卫 业主直签,看",76.0,4200
北街家园一区1室精装修,36.0,7000
民园小区 2室1卫1厅 66平中装修 4000元/月,66.0,4000
西二旗朱辛庄生命科学园高教园地铁两居室出租随时看房随,90.0,3200
西二旗朱辛庄沙河地铁兆丰家园一居室出租民水民电随时看,60.0,3500
展思门南里6号院 2室1卫1厅 87平简装修 320,87.0,3200
巩华家园南一村精装一居室,54.0,3600
性价比好房!冠芳园原木风装修近朱辛庄地铁小米万达广场,13.0,1599
西二旗生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,3700
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
北街家园(六区)视野开拓周边配套齐全拎包入住全套全配,72.0,3500
巩华家园东一村 1室1卫1厅 50平精装修 包取暖,50.0,3900
"兆丰家园东区一居,房屋配套齐全,离地铁500米内。全",30.0,1800
"小区内免费停车,次新小区性价比高,适合通勤族和年轻家",90.0,3100
巩华家园北二村精装两居室,86.0,4300
北街家园六区 2室1卫1厅 60.27平精装 330,60.0,3300
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,40.0,1600
沙河回收宿舍 2室1卫1厅 59平中装修 看房方便,59.0,3500
"昌平西二村:近巩华城地铁,公交密布,生活配套全,烟火",60.0,3500
"居北六环旁,近地铁高教园站,配套完善,宜居宜业的品质",120.0,1500
"近福田,沙河精装房 押一付一 价格可谈 租期灵活",30.0,1200
北街家园八区1室精装修,35.0,2400
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3600
沙河保利罗兰香谷一居室出租民水民电有电梯随时看房随时,65.0,3600
巩华家园三居室次卧出租民水民电燃气入户随时拎包入住,16.0,1400
正南北街家园一区2室1厅,73.0,4200
沙河地铁巩华家园一居室出租民水民电随时看房随时入住,60.0,3800
巩华家园西二村 2室1卫1厅 业主 直签 看房方便,85.0,4300
沙河展思门路 南北通透两居 家具家电齐全 吧物业供暖,95.0,3000
沙河宿舍 2室1卫1厅 70平精装修 包物业取暖,70.0,3200
佳美小区 2室1卫1厅 95平精装修 包物业取暖,95.0,3700
线材厂宿舍 2室1卫1厅 58平简装修 2800元/,58.0,2800
兆丰家园南北通透精装两居 电梯中层 业主直签 上学咨,85.0,4100
昌平沙河精装南向一居 电梯中层 3200/月,55.0,3200
巩华家园西二村精装一居室,54.0,3800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,120.0,1600
沙河地铁 兆丰家园南北通透两居 业主直签 看房方便,85.0,3900
北街家园六区2室1厅精装修,60.0,3700
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房拎包,38.0,2200
民园小区南北通透两居 简装低层 业主直签 看房方便,75.0,3000
沙河大桥 沙河回收宿舍 2室1卫1厅 80平简装修包,80.0,3200
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3400
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,40.0,2000
性价比好房!北清全屋精装近珠江摩尔合生汇昌平线北大国,10.0,1599
百葛路3号院3区精装三居室,125.0,3800
沙河地铁巩华家园三居室出租民水民电燃气随时看房拎包入,120.0,4500
沙河地铁巩华家园南一村两居室精装修随时看房随时入住,90.0,4600
北京玫瑰园三期独栋别墅出租 使用面积约800平米 精,471.0,48000
巩华家园南一村精装两居室,86.0,4000
巩华家园北二村精装主卧出租,86.0,2000
北街家园(六区) 精装修3居室 家电齐全 房子干净,77.0,4000
北街家园六区3室1厅精装修,77.0,4500
碧水庄园4室2厅精装修,240.0,12000
回龙观生命科学园沙河线材厂宿舍两居室出租民水民电随时,90.0,3000
"百葛路新区,两居精装修。配套齐全,采光好。年租便宜4",85.0,3500
展思门南里6号院 2室1卫1厅 包物业取暖 业主直签,60.0,2500
回龙观生命科学园沙河附近两居室出租民水民电随时看房拎,60.0,2800
北街家园六区2室1厅精装修,72.0,3600
沙河地铁巩华家园北二村 1室1卫1厅 55平精装修,55.0,4000
北街家园六区2室1厅,72.0,1500
"北京市昌平区巩华家园近地铁交通便,配套全宜居,京北生",60.0,3200
正南 北京玫瑰园 10室7厅 豪华装修,735.0,100000
玫瑰园新出边户独栋大院 业主精装家具家电可配随时看,625.0,28000
石油宿舍 2室1卫1厅 70平简装修 3500元/月,70.0,3300
玫瑰园新出边户独栋大院 业主精装家具家电可配随时看,625.0,28000
巩华家园两居室出租民水民电燃气入户有电梯随时看房随时,86.0,4400
"淡定!北街家园(七区)如此正规的3室,你还在等什么!",89.0,4000
沙河一通宿舍小区 2室1卫1厅 66平简装修 包物业,66.0,3500
西二旗朱辛庄生命科学园高教园地铁一居室出租随时看房随,60.0,2500
"北街家园(六区)!诚心出租东2室,物有所值,不要错过",61.0,3380
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3200
北街家园六区1室企业推荐房源,25.0,2300
兆丰家园西区精装两居室,86.0,4200
诗和远方很贵 但找我租房不贵 可月付拎包即住 随时看,30.0,1300
民园小区 4室1卫2厅 107平中装修 业主直租 包,107.0,5500
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
"近地铁沙河站,公交密集高速环绕;商超、学校、医院、公",90.0,3600
沙河地铁巩华家园三居室出租民水民电燃气入户随时看房拎,130.0,6000
直签!欧式装修北清南向卧室采光拉满近生命科学园地铁北,15.0,1999
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,3000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3200
正南 北街家园C区别墅 5室3厅,300.0,15000
西二旗朱辛庄生命科学园沙河地铁三居两卫出租随时看房随,120.0,4800
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",90.0,4000
经典轻奢装修!北青创意园独立卫浴出门公交生命科学园地,25.0,2699
北街家园(七区) 简单装修 4室 让您找到家的温馨,68.0,3500
北街家园七区4室1厅,68.0,4350
"北街家园(六区) 居住舒适,干净整洁, 随时入住,3",59.0,3500
"今推荐,北街家园(七区)精装修装3室1厅,出租",107.0,5500
西二旗朱辛庄生命科学园沙河地铁三居室出租随时看房随时,80.0,4200
沙河大桥 沙河回收宿舍 2室1卫1厅 80平简装修包,80.0,3200
南北通透北街家园六区2室1厅,69.0,4200
西二旗朱辛庄巩华家园一居室精装修民水民电随时看房 随,60.0,3980
回龙观生命科学园沙河公交旁二居室出租民水民电随时看房,70.0,3000
沙河车站附近沙河宿舍 两居室出租民水民电随时看房拎包,80.0,3000
南北通透北街家园C区公寓2室1厅精装修,99.0,5000
"真实图片,北街家园(五区),家具家电全配,随时拎包入",70.0,4000
"昌平西二村:近巩华城地铁,公交密布,生活配套全,烟火",90.0,4400
好房推荐!冠芳园南向采光直接无敌近朱辛庄地铁万达小米,15.0,1899
巩华家园南一村精装一居室,86.0,3500
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4400
科华新城精装两居室QAQ,86.0,4000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3300
沙河大桥粮食局宿舍楼 2室1卫1厅 60平精装修 业,60.0,3200
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
"近地铁沙河站,公交密集,高速环绕;商超、学校、医院、",60.0,3800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3800
"京北宜居暖地,融自然意趣与邻里温情,筑就昌平温馨幸福",90.0,4500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,4200
兆丰家园一居室出租民水民电燃气入户有电梯真实价格真实,60.0,3500
沙河地铁巩华家园南北通透精装两居 电梯顶层 业主直签,85.0,4500
昌平沙河精装南向一居 电梯高层 3000元/月,55.0,3000
"北街家园(六区)!诚心出租东西3室,物有所值,不要错",78.0,4500
沙河地铁兆丰家园南向精装一居 电梯中层 业主直签 看,55.0,3300
"兆丰家园东区一居,房屋配套齐全,离地铁500米内。全",30.0,1800
毛条小区 1室1卫1厅 56.37平精装修业主直签包,56.0,3300
中海尚湖世家 地铁旁 692精装大独栋边户 租售 月,6892.0,30000
兆丰家园西区 通风好 1室1厅1卫 精装修,68.0,3400
西二旗朱辛庄生命科学园沙河地铁主卧室出租随时看房随时,25.0,1900
沙河地铁巩华家园南北通透两居室出租民水民电燃气入户随,90.0,4400
沙河 近福田 沙河大集 沙河公交站 通勤生命科学园,22.0,1300
巩华家园北二村精装两居室,86.0,4300
"近地铁沙河站,公交密集高速环绕;商超、学校、医院、公",90.0,3600
北京玫瑰园5室3厅精装修,298.0,25000
佳美小区 3室1卫1厅 110平精装修 看房方便 业,110.0,4000
巩华家园西二村精装两居室,86.0,4300
兆丰家园西区 通风好 1室1厅1卫 精装修,68.0,3400
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
"昌平东一村:近地铁,公交便,配套齐,生活成本低,邻里",60.0,3500
沙河生产宿舍 2室1卫1厅 包物业取暖 业主直签 上,85.0,3300
回龙观生命科学园沙河公交旁宿舍两居室出租民水民电随时,80.0,2700
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
中海尚湖世家 地铁旁 692精装大独栋边户 租售 月,6892.0,30000
北京玫瑰园三期独栋别墅 大花园 套内使用面积620平,377.0,35000
"北京市昌平区巩华家园近地铁交通便,配套全宜居,京北生",60.0,3600
"百葛路三号院精装两居,随时可以看房。双南采光好,全部",78.0,3400
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
984医院 福田 大北农 西二旗 押一付一 家电齐全,28.0,1300
"昌平青年创业公寓:筑梦空间,聚才高地,赋能青春创想,",90.0,3300
兆丰家园精装一居室QAQ,54.0,3400
沙阳路毛条小区两居室出租民水民电燃气入户随时看房随时,70.0,3100
诗和远方很贵 但找我租房不贵 可月付拎包即住 随时看,30.0,1300
南北通透北街家园一区3室1厅精装修,88.0,4500
"交通便(近地铁公交),配套全(商超学校),宜居(环境",60.0,3000
南北通透北街家园一区3室1厅精装修,89.0,4100
巩华家园南北通透精装两居 电梯高层4800/月,85.0,4800
沙河 巩华城 朱辛庄 生命科学园 西二旗 整租 电梯,25.0,1300
青年创业公寓精装两居室,86.0,4000
北漂住了7年都不想换的房子 电梯独卫 家电齐全 押一,30.0,1300
南北通透北街家园八区2室1厅,89.0,4300
沙河地铁东水岸庄园三室两厅两卫出租有电梯150平45,150.0,4000
"沙河公交车站附近大两居室,包物业取暖,业主直签",85.0,2600
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4300
高教大楼 超赞精装修1居室 家电齐全 拎包入住,19.0,1000
展思门南里6号院 2室1卫1厅 95平简装修 300,95.0,3000
沙河地铁巩华家园南向一居 电梯中层 包物业取暖 业主,55.0,3700
沙河宿舍两居室精装修出租真实照片民水民电随时看房拎包,70.0,3200
沙河兆丰家园两居电梯房民水电包物业取暖家具家电齐全随,75.0,3800
西二旗生命科学园沙河地铁业主直租一居室随时看房拎包入,60.0,3600
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
北街家园(六区) 精装修3居室 家电齐全 房子干净,77.0,4000
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4100
"兆丰家园东区,南北两居室,随时看房,小区近,交通便利",85.0,4000
中欣公寓 实拍 位置真实 押一付一 有电梯 家电齐全,20.0,1400
北街家园六区2室1厅精装修,72.0,3600
北街家园(六区)2居室交通方便中间楼层采光好拎包入住,62.0,3800
整租·北科建泰禾丽春湖 4室1厅 南/北,185.0,13000
沙河佳美小区 2室1卫1厅 83平中装修 3600元,82.0,3500
科华新城精装两居室随时入住,86.0,4000
西二旗朱辛庄生命科学园巩华城地铁两居室出租随时看房随,90.0,3300
五福家园 2室1卫1厅 85平精装修 业主直签 包物,85.0,3700
北街家园七区1室1厅精装修,55.0,3700
西二旗朱辛庄生命科学园高教园地铁两居室出租随时看房随,90.0,3000
保利紫荆香谷 2室1卫1厅 60平精装修 看房方便,60.0,3900
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3300
昌平沙河线材厂宿舍 南北通透三居室 包物业 取暖 业,90.0,3300
"惊爆!北街家园(五区) 精装修 2室,只需3800.",72.0,3800
南北通透北街家园五区3室1厅精装修,134.0,5900
兆丰家园合租次卧QAQ,30.0,1250
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",90.0,2900
"精装修装修,实拍室内图,3室1厅,极力推荐,随时看房",88.0,4200
"兆丰家园精装一居室,",54.0,3400
保利紫荆香谷 3室1卫2厅 89.38平精装修 48,89.0,4800
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,2600
沙河宿舍 2室1卫1厅 70平精装修 看房方便 业主,70.0,3800
沙河地铁 巩华家园西二村 精装修 89平 南向可谈包,90.0,4500
沙阳路毛条小区巩华新村小区一通小区一居室两居室出租民,60.0,3200
巩华家园南一村精装一居室,54.0,3500
昌平沙河精装南向一居 电梯高层 3000元/月,55.0,3000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,90.0,4000
沙河回收宿舍 2室1卫1厅 59平中装修 看房方便,59.0,3500
沙河沙阳路保利罗兰两居室出租随时看房随时入住可可月付,86.0,3900
北街家园八区2室1厅,41.0,3400
清河西二旗生命科学园沙河地铁巩华家园西二村一居室出租,60.0,3998
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3200
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4300
西二旗朱辛庄生命科学园沙河地铁三居两卫出租随时看房随,120.0,4800
沙河地铁巩华家园白楼豪装三居室出租民水民电燃气入户随,130.0,6000
沙河地铁民园小区 2室1卫1厅 75平简装修 340,70.0,3400
"恒大城5号院 居住舒适,干净整洁, 随时入住,380",88.0,3800
"百葛路是昌平区重要道路,串联京藏高速与北六环,交通繁",60.0,3500
民园小区 3室1卫1厅 83平简装修 包物业取暖 房,83.0,4200
西二旗朱辛庄 生命科学园沙河地铁巩华家园 一居室出租,60.0,3900
沙河车站旁两居室精装修民水民电有电梯高楼层随时看房随,90.0,4000
北一街8号4室3厅精装修,353.0,22000
"近福田,沙河精装房 押一付一 价格可谈 租期灵活",30.0,1200
百葛路3号院 2室1卫2厅 90平精装修 包物业取暖,90.0,3500
科信路66号院 南北通透精装两居 电梯低层 业主直签,85.0,3000
兆丰家园精装两居室QAQ,86.0,4500
北京玫瑰园6室3厅企业推荐房源,497.0,60000
经典轻奢装修!北青创意园独立卫浴出门公交生命科学园地,25.0,2699
沙河地铁民园小区 1室1卫1厅 55平精装修 看房方,55.0,3500
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,2900
南北通透北街家园六区2室1厅,77.0,4300
东环北里 3室2卫1厅 129平精装修 4600元/,129.0,4600
科信路66号院 南北通透精装两居 电梯高层 业主直签,85.0,3500
沙河车站附近沙河宿舍 两居室出租民水民电随时看房拎包,80.0,3000
沙河地铁巩华家园一居室出租民水民电随时看房随时入住,60.0,3800
"紧邻沙河北大桥公交车站低楼层精装两居室,业主直签",65.0,3000
北京玫瑰园前后花园 可可办公 随时看房 领包入住,688.0,50000
西二旗朱辛庄生命科学园沙河地铁主卧独卫出租随时看房随,30.0,2300
"精装一居室,首次出租,业主直签",68.0,2500
西二旗朱辛庄生命科学园沙河地铁主卧室出租随时看房随时,25.0,1900
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,80.0,4200
恒大城5号院 2室1卫2厅 90平精装修 业主直签,90.0,4000
东环北里 2室1卫1厅 75平精装修 包物业取暖 业,75.0,3300
"近地铁沙河站,公交密集,高速环绕;商超、学校、医院,",60.0,3800
"百葛路新区,装修豪华。瓷砖地面首次出租",90.0,3200
兆丰家园 1室1卫1厅 55平精装修 业主直签 看房,55.0,3500
民园小区 4室2卫1厅 102平精装修 业主直签 看,102.0,5000
"昌平区兆丰家园——宜居美境,温馨家园,尽显昌平醇熟生",60.0,3200
科信路66号院 南北通透两居 精装电梯房 业主直签,85.0,3300
南北通透北街家园六区1室1厅精装修,69.0,4200
便宜急租北街家园(八区)好房型 不会让你白跑,60.0,4000
沙河一通宿舍小区 1室1卫1厅 46平简装修 看房方,46.0,2600
沙河地铁 兆丰家园南北通透两居 业主直签 看房方便,85.0,3900
"近地铁交通便捷,配套全环境佳,生活成本较低。近有商场",90.0,3800
西二旗生命科学园两居室出租民水民电随时看房随时入住,80.0,2800
北街家园(八区)南环里前后双阳台拎包入住全新家电,29.0,2200
五福家园精装两居室QAQ,86.0,4000
沙河宿舍 2室1卫1厅 87平精装修 包物业取暖,87.0,2800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3300
巩华家园南一村精装一居室,86.0,3500
新上兆丰家园南向一居 家具家电齐全 包物业供暖 业主,56.0,3300
TBD云集中心附近温度水城,57.0,3500
南北通透北街家园八区2室1厅,89.0,4500
"百葛路连接城乡纽带,兼具交通要冲与区域发展活力的重要",90.0,3000
民园小区 2室1卫1厅 75平精装修 看房方便 业主,75.0,3500
沙河地铁民园小区南北通透两居 业主直签 包物业取暖,75.0,3500
整租·中海尚湖世家 4室2厅 复式 南/北,293.0,21000
北京玫瑰园10室7厅豪华装修,735.0,100000
回龙观生命科学园沙河公交旁宿舍两居室出租民水民电随时,80.0,2700
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4200
沙河地铁民园小区 2室1卫1厅 77平简装修 330,75.0,3500
五福家园 2室1厅1卫 精装修 阳光充足,84.0,3500
正南北街家园五区2室2厅精装修,74.0,4300
"北街家园(五区)新出2室户,干净清爽家电全配,交通便",73.0,4000
回龙观生命科学园沙河公交旁三居室出租民水民电随时看房,120.0,3800
"沙河北大桥公交站附近两居室,包物业取暖,业主直签",85.0,2500
"京北宜居暖地,融自然意趣与邻里温情,筑就昌平温馨幸福",60.0,4300
正南 北街家园C区别墅 5室3厅,300.0,15000
北街家园六区 东向两居 可随时入住 近中石油 中移,62.0,3700
沙河回收宿舍 2室1卫1厅 63平简装修 业主直签,63.0,3000
沙河医院首钢精装南北两居 扶京门路低层 业主直签 看,75.0,3000
北京玫瑰园5室3厅精装修,233.0,18000
"整租二居室,南向采光好,楼下就是小公园,超市",76.0,3800
巩华家园南北通透两居室精装修民水民电燃气入户随时看房,90.0,4300
南北通透北街家园五区3室1厅精装修,88.0,5600
"超值优惠! 北街家园(七区) 2室,装修不错,有家具",86.0,3800
0!北清创意园近北大国际正旦博雅CC生命科学园地铁,14.0,1800
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3000
沙河地铁兆丰家园南北通透精装两居 业主直签 包物业取,85.0,3800
"碧水三期豪华大宅,,新家具,带电梯。",3250.0,120000
沙河大桥粮食局宿舍楼 2室1卫1厅 60平精装修 业,60.0,3200
"淡定!北街家园一区如此正规的3室,你还在等什么!",90.0,3900
北街家园(七区)南环里前后双阳台拎包入住全新家电,90.0,4700
巩华家园北二村朝南卧室,8.0,1500
沙河顺沙路19号院 南向一居 电梯中层 业主直签,55.0,3000
科信路66号院 南北通透精装两居 电梯高层 业主直签,85.0,3500
沙河地铁巩华家园白楼豪装三居室出租民水民电燃气入户随,130.0,6000
沙河地铁巩华家园精装南北两居 业主直签 包物业取暖,85.0,4500
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",90.0,3800
临近沙河地铁站 包物业取暖费 集中供暖 民水民电 随,75.0,3600
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
南北通透北街家园六区1室1厅精装修,69.0,4200
