名称,面积(㎡),月租金(元)
整租·天通苑·天通苑东三区·2室,94.0,5400
整租·天通苑东二区 2室1厅 东南,101.0,5000
整租·天通西苑三区 2室1厅 西,97.0,5600
整租·天通苑五区 3室2厅 南/北,160.0,8600
整租·天通苑北三区 4室1厅 南/北,210.0,11500
整租·天通西苑一区3室1厅,160.0,7400
合租·天通苑·太平家园小区·3室·房间A,25.0,2300
整租·天通苑·天通苑东一区·2室,89.0,5600
整租·天通西苑一区 2室1厅 西南,100.0,7000
整租·天通苑·天通苑北三区·2室,83.0,5200
整租·天通公园里1室1厅,37.0,4500
合租·天通苑·天通苑中苑·4室·房间B,20.0,1833
整租·天通苑·天通苑西三区·2室,93.0,5800
整租·天通苑二区 1室1厅 南/北,61.0,4600
整租·都市芳园锦湖园 3室2厅 南/北,133.0,6000
整租·天通西苑三区 2室1厅 东/西,123.0,6500
整租·天通苑东三区 2室1厅 西,136.0,6700
整租·天通苑·天通西苑二区·2室,97.0,5600
整租·天通西苑一区 3室1厅 南/北,155.0,9800
合租·天通苑·太平家园小区·3室·房间C,10.0,1450
整租·天通苑北二区2室1厅,114.0,6200
合租·天通苑·天通苑西三区·4室·房间C,10.0,2000
合租·天通苑·天通苑西一区·4室·房间D,28.0,2300
整租·天通西苑二区 2室1厅 南/北,94.0,5650
整租·天通苑东一区 2室1厅 南/北,104.0,5500
整租·天通苑中苑 2室1厅 东南,99.0,5700
整租·天通苑东二区 1室1厅 南,75.0,6090
整租·天通苑·天通苑北三区·2室,112.0,6000
整租·天通苑北二区2室1厅,114.0,5700
合租·天通苑·天通西苑二区·4室·房间C,20.0,2000
合租·天通苑·天通苑东一区·5室·房间C,18.0,1000
合租·天通苑·天通西苑二区·4室·房间A,20.0,3300
整租·天通苑·天通苑西一区·4室,151.0,16666
合租·天通苑·天通苑本六区·4室,15.0,1500
整租·天通苑·天通苑本三区·2室,96.0,5500
整租·天通苑·天通苑东二区·2室,91.0,5200
整租·天通苑·天通苑西三区·2室,113.0,6500
整租·天通西苑二区3室1厅,155.0,7900
整租·天通苑东三区1室1厅,25.0,3760
合租·天通苑·天通苑西三区·5室·房间D,12.0,1300
整租·天通西苑一区 3室2厅 南,148.0,9500
合租·天通苑·天通苑本四区·7室·房间F,15.0,1450
整租·天通苑·天通苑东三区·2室,87.0,5000
整租·天通中苑二区5室2厅 复式,267.0,20000
整租·天通西苑三区 2室1厅 南/北,139.0,6800
整租·太平家园 2室1厅 南/北,71.0,5000
整租·天通苑·天通苑东一区·3室,176.0,6500
整租·天通苑·天通苑东一区·3室,130.0,6200
合租·天通苑·天通苑西一区·4室·房间B,18.0,2300
整租·天通苑六区 2室1厅 南/北,74.0,5300
合租·天通苑·天通苑西一区·5室·房间E,27.0,2400
整租·天通苑·天通西苑二区·2室,87.0,5200
整租·天通苑·天通苑东二区·2室,98.0,5500
整租·天通苑·天通西苑二区·2室,93.0,6000
合租·天通苑·天通苑西一区·5室·房间D,7.0,1500
整租·天通苑北二区 1室0厅 西,51.0,4700
整租·天通苑·回南家园·2室,98.0,5200
整租·天通苑东二区 3室1厅 东南,141.0,6600
整租·天通苑六区 2室1厅 南/北,77.0,4700
整租·丽水园2室1厅,87.0,5200
整租·天通苑东一区 2室1厅 东,106.0,5200
整租·天通苑·天通苑北二区·2室,108.0,6300
合租·天通苑·天通苑北三区·4室·房间D,10.0,1400
整租·天通中苑二区1室1厅,64.0,5200
整租·天通苑·天通苑东三区·2室,80.0,3500
整租·都市芳园丽湖园 2室2厅 南/北,87.0,4800
整租·丽水园 3室1厅 南,130.0,5400
整租·天通苑东二区2室1厅,106.0,5500
合租·天通苑·天通苑中苑·4室,14.0,3000
整租·天通苑·天通苑东一区·3室,200.0,9500
整租·天通西苑三区 3室2厅 西南,192.0,8700
合租·天通苑·天通苑中苑·4室·房间B,25.0,2450
整租·太平家园 3室1厅 南/北,119.0,6800
合租·天通苑·天通苑东三区·4室·房间B,12.0,1600
整租·天通西苑二区 2室1厅 南/北,107.0,5800
整租·天通苑五区3室1厅,120.0,7800
整租·天通苑·天通苑东一区·2室,98.0,5700
整租·天通苑·天通苑东三区·2室,112.0,5500
合租·天通苑·天通苑东三区·3室·房间C,10.0,1500
整租·天通苑北二区 1室1厅 东,50.0,5590
合租·天通苑·天通西苑二区·4室·房间C,12.0,1800
整租·天通西苑二区2室1厅,96.0,5800
整租·天通苑·天通苑本六区·2室,77.0,5300
整租·天通苑·天通苑本六区·2室,86.0,5060
整租·天通苑东一区 1室1厅 西,75.0,5590
整租·天通苑中苑 2室1厅 南/北,109.0,5600
整租·天通西苑三区3室2厅,160.0,8300
整租·北七家·燕城北苑·2室,84.0,4500
整租·燕城苑南区 1室1厅 南/北,67.0,3600
合租·天通苑·天通苑西三区·4室·房间D,10.0,1680
合租·天通苑·天通苑本五区·5室·房间A,20.0,1750
合租·天通苑·天通西苑二区·4室·房间D,15.0,1500
合租·天通苑·天通苑东一区·5室·房间B,20.0,1900
整租·天通苑·天通西苑二区·2室,59.0,4800
整租·天通西苑三区 2室1厅 西,85.0,5600
合租·天通苑·天通苑本四区·4室·房间D,13.0,1350
合租·天通苑·天通苑东三区·4室·房间A,25.0,2600
整租·天通苑东一区2室1厅,104.0,5500
整租·丽水园 2室1厅 南/北,89.0,5100
合租·天通苑·天通苑中苑·6室,25.0,2500
整租·天通苑·天通苑北三区·2室,94.0,6000
整租·天通苑六区 2室1厅 南/北,115.0,5000
整租·天通苑五区 2室1厅 南/北,95.0,6200
合租·天通苑·天通西苑二区·4室·房间B,16.0,2250
合租·天通苑·天通苑东一区·3室·房间B,10.0,1750
合租·天通苑·天通苑本二区·4室·房间C,20.0,1850
整租·太平家园 2室1厅 南,91.0,7090
合租·天通苑·天通苑东二区·4室,18.0,1910
整租·天通苑北三区2室1厅,97.0,5300
整租·天通苑北二区 2室1厅 东/西,114.0,6300
合租·天通苑·天通苑西一区·3室·房间B,23.0,2150
整租·天通苑东二区3室2厅,146.0,6400
整租·天通苑·天通苑中苑·3室,145.0,9000
整租·天通苑·天通苑本四区·2室,103.0,5500
整租·天通苑·天通苑东一区·2室,94.0,5800
整租·丽水园 2室1厅 南,87.0,5600
整租·天通苑·天通苑东一区·2室,110.0,5100
整租·天通西苑二区 2室1厅 东/西,82.0,5800
合租·天通苑·天通苑东三区·3室·房间B,20.0,2050
整租·天通苑·天通苑北三区·2室,95.0,5800
整租·天通苑·天通苑东一区·2室,101.0,5200
整租·天通苑·天通苑东一区·2室,92.0,5300
整租·天通苑·天通苑北二区·3室,134.0,7500
整租·天通苑二区 2室1厅 南/北,89.0,5000
整租·天通公园里2室1厅,70.0,5300
整租·天通苑东三区 2室1厅 南/北,107.0,5600
整租·天通苑·天通西苑二区·2室,93.0,5800
整租·天通苑·都市芳园·2室,93.0,4700
整租·天通苑三区 2室1厅 南,67.0,5930
整租·天通苑五区 6室2厅 南/北,340.0,15000
整租·天通苑·天通苑北三区·2室,108.0,6000
合租·天通苑·天通苑本二区·4室·房间A,25.0,2250
整租·天通苑·天通苑东二区·2室,106.0,5500
合租·天通苑·天通苑北三区·5室,25.0,2550
合租·天通苑·天通苑中苑·5室·房间B,20.0,1900
合租·天通苑·天通苑东三区·4室·房间A,35.0,2200
整租·天通西苑三区2室1厅,94.0,5800
合租·天通苑·天通西苑二区·4室·房间D,18.0,2280
合租·天通苑·天通苑北二区·7室·房间E,15.0,1550
整租·天通苑·天通苑本三区·1室,50.0,4000
整租·天通苑·天通西苑二区·2室,109.0,5800
合租·天通苑·天通苑北三区·5室,10.0,1450
合租·天通苑·天通苑中苑·4室·房间B,28.0,1750
整租·天通苑·天通苑东一区·2室,103.0,5000
整租·天通苑三区 3室1厅 南/北,167.0,6500
整租·天通苑·天通西苑二区·2室,84.0,5300
合租·天通苑·天通苑东一区·3室,25.0,2000
合租·天通苑·天通苑本四区·7室·房间A,30.0,2450
整租·天通苑·天通苑北三区·4室,150.0,2500
整租·天通苑·天通苑西一区·3室,184.0,14000
整租·天通西苑一区2室1厅,99.0,6500
整租·天通苑·天通苑东三区·3室,106.0,5600
整租·天通苑·天通苑东二区·2室,119.0,6200
整租·天通苑·丽水园-天通苑·2室,92.0,5500
合租·天通苑·天通苑本五区·5室,25.0,2000
整租·天通苑四区1室1厅,74.0,4738
整租·天通苑四区 2室2厅 南/北,104.0,5100
整租·天通苑·天通西苑二区·2室,95.0,5400
整租·天通苑五区3室1厅,160.0,9000
整租·天通西苑二区 2室1厅 东,84.0,5800
合租·天通苑·天通苑西一区·6室·房间C,10.0,2100
合租·天通苑·天通西苑二区·4室·房间A,16.0,2300
整租·天通苑东三区1室1厅,63.0,4300
整租·天通苑东一区2室1厅,92.0,5200
整租·天通公园里2室1厅,60.0,5100
整租·天通西苑二区 2室1厅 东,97.0,5700
整租·天通西苑三区3室2厅,138.0,7000
整租·天通苑东一区 2室1厅 东南/北,101.0,5300
合租·天通苑·天通苑东一区·3室,45.0,3500
合租·天通苑·天通苑西三区·4室·房间D,15.0,2200
整租·天通苑中苑3室1厅,180.0,10500
整租·天通苑·天通苑东一区·2室,112.0,5700
整租·天通苑东一区 2室1厅 西/北,100.0,5300
整租·天通苑·天通苑中苑·2室,103.0,6000
整租·天通苑·天通苑北二区·2室,113.0,6800
整租·天通苑东一区 3室1厅 南/北,160.0,7500
整租·天通苑东二区 2室1厅 南/北,90.0,5100
合租·天通苑·天通苑本五区·5室·房间E,13.0,1800
整租·天通苑·天通苑本四区·2室,102.0,5200
整租·天通苑东二区 3室2厅 南/北,129.0,8000
整租·天通苑五区2室1厅,95.0,6590
合租·天通苑·天通苑西一区·4室·房间B,13.0,1600
整租·天通苑·天通苑中苑·2室,109.0,5800
合租·天通苑·天通苑西三区·4室·房间B,30.0,1700
整租·都市芳园锦湖园 3室3厅 复式 南/北,163.0,7700
整租·天通苑东一区 1室1厅 西,75.0,5590
整租·天通苑·天通苑北三区·2室,84.0,5300
整租·天通苑五区 2室1厅 南/北,95.0,6200
整租·天通苑·天通苑北三区·3室,124.0,6300
整租·天通苑·天通苑东一区·1室,75.0,4600
合租·天通苑·天通西苑二区·4室·房间B,20.0,2200
整租·天通苑东三区 3室1厅 南/北,134.0,6800
整租·天通苑·天通苑东一区·2室,106.0,4900
整租·天通苑·天通苑本六区·2室,92.0,5000
整租·天通苑·天通苑西三区·2室,25.0,6000
整租·天通苑东二区 2室1厅 南/北,112.0,5300
合租·天通苑·天通苑东三区·5室·房间B,12.0,2000
整租·天通苑·天通苑西三区·3室,198.0,10000
合租·天通苑·天通苑东三区·3室·房间A,50.0,3300
整租·天通苑·天通苑北二区·1室,50.0,4100
整租·天通苑·天通苑西三区·2室,98.0,6000
合租·天通苑·天通西苑二区·4室·房间B,16.0,2250
整租·天通苑北二区 2室1厅 东/北,113.0,6000
整租·天通苑四区 2室1厅 南/北,93.0,5000
整租·天通苑·天通西苑二区·2室,82.0,5800
合租·天通苑·天通西苑二区·4室·房间A,16.0,2300
合租·天通苑·天通苑本六区·3室·房间A,18.0,2000
整租·天通中苑二区1室1厅,64.0,5200
合租·天通苑·天通苑北二区·3室·房间C,6.0,1520
整租·天通苑四区 2室2厅 南/北,104.0,5100
整租·太平家园2室2厅,101.0,5500
整租·天通苑北二区 2室1厅 东南,101.0,5600
整租·燕城苑南区 2室1厅 南/北,94.0,4300
整租·天通苑六区2室1厅,96.0,4200
整租·天通苑·天通苑中苑·2室,115.0,6000
合租·天通苑·天通苑西三区·4室·房间C,13.0,2200
合租·天通苑·天通苑西三区·4室·房间D,35.0,3000
整租·天通西苑二区 2室1厅 南,87.0,6000
合租·天通苑·天通苑西一区·4室·房间D,25.0,1800
整租·天通苑·天通公园里·4室,323.0,15000
整租·天通西苑三区2室2厅,125.0,6800
整租·天通苑中苑 1室1厅 北,83.0,5000
合租·天通苑·天通苑东一区·5室·房间B,20.0,1900
整租·天通苑·天通苑东三区·3室,150.0,6990
整租·天通苑·天通苑北三区·3室,125.0,6500
整租·天通苑·天通苑北三区·2室,85.0,4700
整租·天通苑·天通苑东三区·4室,117.0,3000
整租·天通苑·天通苑西三区·3室,198.0,9500
合租·天通苑·天通苑北三区·4室·房间C,15.0,1800
合租·天通苑·天通苑西三区·4室,20.0,1910
整租·天通苑东一区2室1厅,106.0,5600
整租·天通苑·天通苑本二区·1室,61.0,4500
整租·天通苑东一区 2室1厅 东南,106.0,5700
合租·天通苑·天通苑西三区·4室·房间A,25.0,3200
整租·天通苑·天通苑本三区·2室,67.0,4700
整租·天通苑东三区 2室1厅 南/北,107.0,5600
合租·天通苑·天通苑北三区·2室·房间A,50.0,3200
整租·燕城苑南区 2室1厅 南/北,91.0,4680
整租·天通苑六区2室1厅,96.0,4200
整租·天通公园里2室1厅,159.0,7500
合租·天通苑·天通苑中苑·4室·房间C,14.0,1499
整租·天通苑二区 1室1厅 南/北,61.0,4600
合租·天通苑·天通苑北二区·3室·房间B,15.0,1600
合租·天通苑·太平家园小区·3室·房间B,18.0,1750
整租·天通苑四区 2室1厅 南/北,93.0,5000
合租·天通苑·天通苑北三区·3室,18.0,1700
整租·天通苑·天通苑西三区·3室,198.0,10000
整租·天通苑六区 2室1厅 南/北,74.0,5300
整租·天通苑六区 2室1厅 南/北,87.0,4900
整租·天通苑·天通公园里·2室,55.0,5200
整租·天通苑·天通苑东一区·2室,110.0,5100
整租·天通苑·天通苑东一区·1室,75.0,4600
整租·天通苑北二区 6室1厅 南/北,213.0,9000
合租·天通苑·天通苑西三区·3室·房间C,17.0,1800
合租·天通苑·天通苑东一区·5室·房间A,30.0,2800
整租·天通苑·天通苑中苑·2室,104.0,5500
整租·天通苑·天通苑东一区·2室,87.0,8000
整租·天通西苑二区 2室1厅 南/北,107.0,5800
整租·天通苑东三区2室2厅,127.0,5600
整租·天通苑·天通苑北三区·2室,95.0,5300
整租·天通苑·天通苑北二区·2室,115.0,5800
整租·天通苑·天通西苑二区·1室,61.0,4500
合租·天通苑·天通苑东二区·4室,15.0,1700
整租·天通苑中苑4室2厅,155.0,7100
整租·天通苑中苑 2室1厅 南/北,109.0,5600
整租·天通苑六区 2室1厅 南/北,77.0,4700
整租·天通苑·天通苑东一区·2室,92.0,5700
整租·天通苑·天通苑东一区·2室,90.0,5300
整租·天通苑北二区 2室2厅 南/北,125.0,6300
整租·天通苑·天通西苑二区·2室,93.0,5800
整租·天通苑六区 2室1厅 南/北,91.0,5300
整租·天通苑东二区 2室1厅 南/北,101.0,5600
合租·天通苑·天通苑西三区·4室·房间B,10.0,1650
整租·都市芳园锦湖园 3室3厅 复式 南/北,163.0,7700
整租·天通苑北二区 3室1厅 南/北,142.0,7000
整租·天通苑·天通苑东一区·3室,176.0,6500
合租·天通苑·天通西苑二区·5室·房间C,18.0,2300
整租·天通苑·天通苑西一区·3室,184.0,14000
整租·天通苑·天通苑本三区·2室,67.0,4400
整租·天通苑·天通苑东二区·2室,106.0,5400
整租·天通西苑二区 2室1厅 南/北,81.0,5300
合租·天通苑·天通苑东二区·6室·房间B,15.0,1500
合租·天通苑·天通苑东二区·4室·房间B,20.0,1800
合租·天通苑·天通苑北二区·4室,26.0,2750
合租·天通苑·天通苑西一区·5室·房间B,20.0,1860
整租·天通苑东一区2室1厅,106.0,5300
整租·天通苑·天通苑北三区·2室,94.0,5500
整租·天通苑中苑2室1厅,98.0,6000
整租·天通苑·天通苑东二区·3室,137.0,6300
合租·天通苑·天通苑西三区·4室·房间D,20.0,2080
整租·天通苑·天通苑东三区·2室,112.0,5500
整租·天通苑·天通苑北二区·2室,102.0,6500
整租·天通苑东二区 1室1厅 西南,75.0,4650
整租·天通苑·天通苑东一区·2室,168.0,4000
整租·天通苑东一区 3室1厅 南/北,160.0,7500
整租·天通苑东一区 2室2厅 南/北,90.0,5300
合租·天通苑·天通西苑二区·3室·房间A,20.0,2880
整租·天通苑·天通苑东二区·4室,153.0,4000
合租·天通苑·天通苑中苑·6室,6.0,1230
整租·天通西苑二区 2室1厅 南/北,94.0,5650
整租·天通苑·天通苑西三区·2室,102.0,5000
整租·天通苑东二区2室1厅,127.0,6000
整租·天通苑六区 2室1厅 南/北,86.0,4800
合租·天通苑·天通苑本四区·5室·房间A,15.0,2500
整租·天通苑东一区2室1厅,92.0,5200
整租·天通苑东三区 2室1厅 西,136.0,6700
整租·天通西苑一区 3室1厅 南/北,160.0,8200
整租·天通苑东一区2室2厅,99.0,5500
整租·天通苑北三区 4室1厅 南/北,210.0,11500
整租·天通苑·太平家园小区·2室,92.0,6200
整租·天通西苑二区 2室1厅 南,87.0,5400
合租·天通苑·天通苑东三区·6室·房间D,16.0,1400
合租·天通苑·天通苑西三区·4室,15.0,1530
整租·天通公园里 1室0厅 西北,48.0,4200
合租·天通苑·天通苑东三区·3室·房间B,13.0,1900
整租·都市芳园明湖园 5室2厅 南/北,216.0,13500
合租·天通苑·天通苑东一区·4室·房间B,18.0,1650
整租·天通苑中苑 2室1厅 东南,99.0,5900
整租·天通苑·天通苑东三区·2室,106.0,5300
整租·天通苑·天通苑北三区·2室,110.0,6000
合租·天通苑·天通苑东二区·4室·房间B,20.0,1850
整租·天通苑·天通苑东一区·3室,137.0,7500
合租·天通苑·天通苑中苑·4室,32.0,2900
合租·天通苑·天通苑西三区·4室·房间A,28.0,2900
整租·天通苑东一区 2室1厅 东南,106.0,5700
整租·天通西苑二区 2室1厅 南,86.0,5200
整租·天通苑中苑 2室2厅 南/北,130.0,7200
整租·天通苑·天通苑北三区·2室,97.0,5600
整租·天通苑东三区 1室1厅 西,25.0,3560
合租·天通苑·太平家园小区·3室·房间C,10.0,1600
整租·天通苑·都市芳园·2室,90.0,5600
整租·天通苑北二区 2室1厅 南/北,113.0,6300
整租·天通苑·天通苑东二区·3室,206.0,14200
整租·天通苑·天通西苑二区·2室,86.0,5000
合租·天通苑·天通苑西三区·4室·房间B,15.0,1900
整租·天通苑·天通苑本六区·2室,86.0,5060
整租·天通苑东一区 2室2厅 南/北,103.0,5400
整租·天通苑·天通苑本六区·2室,77.0,4400
合租·天通苑·天通苑东二区·5室,15.0,1500
整租·天通公园里 1室1厅 东北,48.0,4800
合租·天通苑·天通苑东一区·4室·房间D,15.0,1550
整租·天通苑北三区 3室2厅 南/北,142.0,7200
整租·天通苑东一区 2室1厅 南/北,84.0,5300
整租·天通西苑一区3室1厅,121.0,7500
整租·天通西苑三区2室2厅,149.0,6800
合租·天通苑·天通苑西一区·4室·房间D,55.0,2100
整租·天通苑·天通苑东一区·2室,86.0,6200
整租·天通中苑二区3室2厅,175.0,13000
整租·天通苑中苑 2室1厅 西南,103.0,5800
整租·天通苑·天通苑本三区·2室,67.0,4400
整租·天通苑中苑 2室1厅 南/西/北,102.0,6100
整租·天通苑北三区 3室2厅 南/北,125.0,5800
整租·天通苑东三区2室2厅,80.0,5300
整租·天通苑·天通苑东一区·2室,101.0,5200
整租·天通苑·天通苑中苑·4室,204.0,13000
整租·天通苑·天通苑西三区·2室,96.0,4800
合租·天通苑·天通苑东二区·2室·房间A,50.0,3700
整租·天通苑·天通苑本四区·1室,66.0,5000
整租·天通苑中苑 2室1厅 东南,99.0,5700
整租·天通苑·天通苑北三区·3室,125.0,6500
整租·天通苑·天通苑东一区·2室,92.0,5800
整租·天通苑·天通西苑二区·2室,82.0,5800
整租·天通苑四区 4室2厅 复式 南/北,216.0,10000
整租·天通苑东三区2室1厅,88.0,5300
整租·天通苑·天通公园里·2室,77.0,5000
整租·天通苑·天通苑东一区·2室,90.0,4900
整租·天通苑·天通苑北三区·3室,190.0,15000
整租·天通西苑一区 3室1厅 南/北,160.0,8200
合租·天通苑·天通苑本四区·4室·房间C,15.0,1500
整租·天通苑·天通苑东三区·2室,87.0,5200
合租·天通苑·天通苑西三区·4室·房间B,12.0,1850
整租·天通苑东二区 2室1厅 东南,101.0,5200
整租·天通苑·天通苑东三区·2室,110.0,5200
整租·天通苑·太平家园小区·2室,91.0,4600
合租·天通苑·天通苑东三区·4室·房间C,12.0,1480
合租·天通苑·都市芳园·4室·房间B,18.0,1200
整租·天通苑·天通苑东三区·4室,117.0,3000
整租·天通苑·天通苑北二区·2室,102.0,6000
整租·天通苑·天通西苑二区·2室,92.0,5300
整租·天通苑·天通苑北二区·1室,50.0,4100
合租·天通苑·天通苑本二区·4室·房间C,20.0,1850
整租·天通苑·天通苑东一区·2室,106.0,5700
整租·天通苑中苑 2室2厅 南/北,130.0,7200
整租·天通苑·天通苑中苑·2室,91.0,5200
合租·天通苑·天通苑中苑·4室·房间A,25.0,2400
整租·天通苑·天通苑北三区·3室,153.0,6900
合租·天通苑·天通苑西一区·4室·房间D,30.0,2400
整租·天通苑北三区2室2厅,97.0,5300
整租·天通苑三区3室2厅,167.0,8200
整租·天通苑·天通苑西一区·3室,120.0,7900
整租·天通苑三区 2室1厅 南/北,128.0,6200
整租·天通西苑三区 3室2厅 西南,192.0,8700
整租·天通苑·天通西苑二区·3室,169.0,16000
整租·天通苑·天通西苑二区·2室,97.0,5700
整租·天通苑·天通苑北二区·2室,114.0,6500
整租·天通苑北三区1室1厅,56.0,4900
整租·天通苑东一区 2室1厅 东南/北,101.0,5300
整租·天通苑东一区2室2厅,99.0,5500
合租·天通苑·天通苑西三区·5室·房间E,20.0,2200
合租·天通苑·天通苑东二区·5室·房间A,30.0,2500
整租·天通苑四区1室1厅,66.0,4600
整租·天通苑·回南家园·2室,83.0,4600
整租·天通苑东三区 4室2厅 南/北,164.0,7800
整租·天通苑·天通苑东三区·2室,79.0,3800
整租·天通苑·天通公园里·1室,48.0,4500
合租·天通苑·天通苑西一区·5室·房间E,15.0,1800
合租·天通苑·天通苑中苑·4室·房间B,15.0,1750
合租·天通苑·天通苑东三区·4室·房间A,25.0,2500
整租·天通苑·天通苑北三区·2室,107.0,5700
整租·天通苑东三区 2室1厅 南/北,102.0,5700
合租·天通苑·天通苑东三区·4室·房间A,25.0,2600
整租·天通苑东一区 2室1厅 东,106.0,5200
整租·天通苑东一区 3室1厅 南/北,160.0,7500
整租·北七家·燕城苑小区·2室,70.0,3550
整租·天通苑·天通苑西一区·2室,132.0,6500
整租·天通苑·天通公园里·1室,55.0,5000
整租·天通公园里1室1厅,37.0,4500
整租·天通苑东三区 1室1厅 西,25.0,3560
整租·天通苑·天通西苑二区·2室,81.0,5800
整租·天通苑·太平家园小区·2室,91.0,6800
整租·天通苑东一区 2室1厅 南/北,84.0,5300
整租·天通苑·天通苑本六区·2室,114.0,5300
整租·天通苑·天通苑北三区·2室,84.0,5200
整租·天通苑三区3室2厅,134.0,7033
整租·天通苑·天通苑本五区·2室,78.0,5400
整租·天通西苑二区2室1厅,83.0,5300
整租·天通西苑三区 2室2厅 南/北,139.0,7300
整租·天通苑·天通苑西一区·2室,99.0,6500
整租·天通西苑二区2室1厅,81.0,5600
整租·丽水园 2室1厅 南/北,86.0,5200
整租·天通苑·天通苑北三区·2室,108.0,6000
合租·天通苑·天通苑西三区·4室·房间B,10.0,1650
整租·天通苑·天通苑东一区·2室,92.0,5700
整租·天通苑·天通苑北三区·3室,125.0,6500
整租·天通苑·天通西苑二区·2室,92.0,5300
合租·天通苑·天通苑西三区·4室·房间C,8.0,1600
合租·天通苑·天通苑本三区·4室·房间C,18.0,1900
整租·天通苑·天通苑中苑·1室,156.0,4200
整租·天通苑·天通苑本六区·3室,147.0,6100
整租·天通苑·天通苑北三区·2室,112.0,5500
整租·北七家·燕城北苑·2室,92.0,4200
整租·天通苑·天通苑北二区·2室,108.0,6300
合租·天通苑·天通苑西一区·4室·房间A,25.0,2850
整租·天通苑·天通苑东三区·2室,96.0,4600
合租·天通苑·天通苑东三区·4室·房间B,11.0,1700
合租·天通苑·天通苑北三区·4室·房间A,30.0,2650
整租·天通苑·天通苑东一区·3室,130.0,6100
整租·天通苑·天通苑中苑·2室,115.0,6000
合租·天通苑·天通苑东二区·4室·房间B,12.0,1750
整租·天通苑·天通苑北三区·5室,145.0,8000
整租·天通苑·天通苑北三区·3室,182.0,8000
整租·天通苑二区3室2厅,157.0,8000
整租·北七家·燕城苑小区·3室,115.0,4200
整租·天通苑中苑 2室1厅 南/北,109.0,6000
合租·天通苑·天通苑中苑·4室,14.0,2080
整租·天通苑·天通苑中苑·2室,129.0,7000
整租·太平家园 2室2厅 南/北,91.0,5100
整租·天通苑·天通苑东二区·2室,106.0,5500
整租·天通苑六区 2室1厅 南/北,77.0,4700
整租·天通中苑二区3室1厅,136.0,10000
整租·天通苑·天通苑北三区·2室,111.0,5800
整租·天通苑东一区 3室1厅 南/北,113.0,6480
合租·天通苑·天通苑中苑·4室·房间A,25.0,2400
整租·天通苑·天通苑东二区·3室,141.0,6600
合租·天通苑·天通西苑二区·5室·房间C,18.0,2300
合租·天通苑·太平家园小区·3室·房间A,25.0,2300
整租·天通苑·天通苑东一区·3室,130.0,6200
合租·天通苑·天通苑东一区·5室·房间E,12.0,1550
合租·天通苑·天通苑东二区·7室·房间D,15.0,1750
整租·天通苑·天通苑本二区·1室,60.0,4950
整租·天通苑·天通苑东一区·2室,106.0,5700
整租·天通苑·天通苑西三区·3室,155.0,8000
整租·天通苑·天通苑西三区·2室,113.0,6500
整租·天通苑·天通苑东一区·2室,94.0,5000
整租·天通苑·天通苑本五区·3室,145.0,10000
整租·天通苑东一区2室1厅,101.0,5565
整租·天通苑东二区 2室1厅 南/北,112.0,5300
整租·天通苑·天通苑东一区·2室,89.0,5500
整租·天通苑四区 2室2厅 南/北,136.0,8000
整租·天通苑·都市芳园·2室,86.0,6000
整租·天通苑·天通苑东三区·2室,91.0,6300
合租·天通苑·天通苑西三区·4室,15.0,1530
合租·天通苑·天通苑东一区·5室·房间E,15.0,1000
整租·天通西苑三区 2室1厅 西,85.0,5500
整租·天通苑·天通苑本二区·2室,87.0,5800
整租·天通苑东一区 3室1厅 南/北,160.0,7300
整租·天通苑·天通苑西一区·4室,155.0,11000
整租·天通苑·天通苑东二区·4室,153.0,4000
整租·天通苑东二区 1室1厅 东/西,75.0,5000
整租·天通西苑一区 3室1厅 南/北,159.0,8300
整租·天通苑·天通苑北三区·2室,85.0,5200
合租·天通苑·天通苑东二区·4室·房间D,20.0,2050
整租·天通苑·天通苑东三区·1室,63.0,4400
整租·天通西苑二区3室2厅,169.0,7600
整租·天通苑·天通苑西三区·2室,124.0,6600
整租·天通苑·天通苑西三区·2室,98.0,6000
整租·天通西苑二区 2室1厅 南,87.0,6000
整租·天通苑·天通苑北三区·2室,85.0,4700
整租·天通苑·天通苑东一区·2室,106.0,4900
整租·天通西苑三区 2室1厅 西,85.0,5600
整租·天通西苑一区2室1厅,99.0,6500
合租·天通苑·天通苑东二区·7室·房间G,6.0,1000
整租·天通苑·天通苑北二区·3室,147.0,9500
整租·天通苑东二区 2室1厅 南/北,91.0,5800
整租·天通苑·天通苑东一区·2室,96.0,5800
合租·天通苑·天通苑本五区·5室·房间A,20.0,1750
整租·天通苑·天通苑东三区·2室,85.0,5500
整租·天通西苑二区 2室1厅 南,86.0,5200
整租·天通苑东三区2室2厅,127.0,5600
整租·天通苑东二区 3室2厅 南/北,130.0,6500
合租·天通苑·天通苑北三区·4室·房间D,14.0,1640
整租·天通苑六区 2室1厅 南,84.0,5200
整租·天通苑·天通苑东一区·2室,106.0,5600
整租·天通苑东三区 2室1厅 南,109.0,5700
整租·天通苑·天通苑本四区·3室,136.0,6500
整租·天通苑三区 6室2厅 复式 东/北,307.0,25000
整租·天通苑·天通苑北三区·2室,112.0,7600
整租·天通苑六区 3室1厅 南/北,132.0,5800
合租·天通苑·天通苑本四区·3室,25.0,1800
整租·天通苑·天通苑北三区·2室,94.0,5500
整租·天通苑东三区 2室1厅 南/北,102.0,5700
整租·天通苑中苑 2室1厅 南/北,109.0,5600
整租·天通苑北二区3室2厅,131.0,8000
