名称,面积(㎡),月租金(元)
整租·北京市农学院家属宿舍 1室1厅 南,50.0,4400
整租·回龙观·龙锦苑六区·2室,155.0,6400
整租·回龙观·公园悦府一区·3室,89.0,8000
整租·首开国风美唐二期 3室1厅 东/南/北,97.0,7600
整租·回龙观·龙博苑三区·2室,80.0,5400
整租·龙锦苑四区 2室1厅 南,94.0,5980
整租·回龙观·流星花园三区·3室,122.0,7800
整租·流星花园三区 1室1厅 复式 北,46.0,3800
整租·朱辛庄·领秀慧谷A区·2室,84.0,6000
整租·龙旗广场2室1厅,72.0,5500
整租·流星花园二区2室1厅,102.0,5850
整租·回龙观·建发文源府·2室,79.0,6200
整租·首开国风美唐三期 3室1厅 南/北,90.0,7500
整租·首开国风美唐三期3室1厅,98.0,7800
整租·矩阵二期 2室1厅 东南,96.0,6300
合租·朱辛庄·领秀慧谷A区·3室·房间C,14.0,2150
整租·霍营·首开国风美唐二期·2室,81.0,6300
整租·首开国风美唐综合楼1室0厅,56.0,4700
整租·上北鑫座1室0厅,46.0,4300
整租·和谐家园二区3室2厅,123.0,7600
整租·上奥世纪中心 2室1厅 南,106.0,7000
整租·龙腾苑六区 3室1厅 南/北,118.0,7200
整租·首开国风美唐三期2室1厅,92.0,7500
整租·首开国风美唐综合楼1室0厅,57.0,4700
整租·首开国风美唐二期 2室1厅 南/北,96.0,7700
整租·霍营·龙锦苑东一区·2室,98.0,5600
整租·回龙观·流星花园三区·3室,128.0,8500
整租·龙博苑三区 3室1厅 南/北,87.0,6550
整租·霍营·首开国风美唐二期·2室,91.0,7500
整租·龙腾苑六区 3室2厅 南/北,118.0,7000
整租·龙泽·龙腾苑六区·2室,100.0,6200
整租·首开国风美唐二期 3室1厅 东/南/北,97.0,8800
整租·龙泽·龙腾苑六区·3室,118.0,8000
整租·领秀慧谷D区2室1厅,70.0,5900
整租·龙锦苑东四区 2室1厅 南/北,101.0,5670
整租·流星花园三区 3室1厅 南/北,109.0,7000
整租·矩阵三期2室1厅,78.0,6000
整租·霍营·龙锦苑东五区·2室,99.0,5000
整租·霍营·首开国风美唐三期·2室,87.0,7400
整租·回龙观·建发文源府·2室,79.0,6800
整租·回龙观·建发文源府·1室,56.0,5800
整租·首开国风美唐三期2室1厅,95.0,7300
整租·东亚上北中心1室1厅,56.0,4500
整租·流星花园三区2室1厅,94.0,6200
整租·首开国风美唐三期3室1厅,127.0,9200
整租·霍营·旺龙花园·1室,41.0,4500
整租·回龙观·龙跃苑四区·2室,90.0,6000
整租·矩阵二期1室1厅,68.0,6290
整租·京投发展公园悦府一区 2室1厅 南/北,94.0,7200
整租·流星花园三区 3室1厅 南/北,128.0,7800
整租·龙腾苑六区 2室1厅 南/北,100.0,6500
整租·回龙观·流星花园三区·3室,136.0,7500
整租·领秀慧谷A区1室1厅,64.0,4500
整租·领秀慧谷C区2室2厅,89.0,5900
整租·龙锦苑五区 3室2厅 南/北,122.0,7600
整租·霍营·首开国风美唐一期·2室,91.0,8000
整租·流星花园二区 3室1厅 南/北,111.0,6100
整租·朱辛庄南区 2室1厅 南,80.0,5990
整租·首开国风美唐三期 2室1厅 南,92.0,7000
整租·回龙观·流星花园三区·2室,100.0,6100
整租·龙锦苑东四区 2室1厅 南/北,98.0,5000
整租·霍营·龙锦苑东一区·2室,98.0,5300
整租·回龙观·龙锦苑一区·3室,126.0,6700
整租·龙腾苑六区3室1厅,118.0,6600
整租·通达园 2室1厅 东,86.0,3500
合租·朱辛庄·领秀慧谷C区·4室·房间A,20.0,2450
整租·龙禧苑一区1室1厅,66.0,5360
整租·龙跃苑一区3室2厅,140.0,6600
整租·龙锦苑六区2室1厅,94.0,5800
整租·回龙观·云趣园三区·2室,90.0,6000
整租·尚城2室1厅,67.0,4800
整租·上奥世纪中心1室0厅,48.0,5000
整租·回龙观·公园悦府一区·3室,113.0,9000
整租·朱辛庄·领秀慧谷D区·2室,88.0,6700
合租·霍营·龙跃苑东四区·3室·房间A,25.0,3600
整租·领秀慧谷C区 4室1厅 南/北,180.0,13000
整租·龙锦苑东四区 3室1厅 南/北,124.0,6500
整租·首开智慧社1室0厅,51.0,5000
整租·龙锦苑二区 2室1厅 南/北,88.0,4800
整租·回龙观·流星花园三区·1室,47.0,4500
整租·通达园 3室2厅 南/北,136.0,8200
整租·和谐家园一区 3室1厅 南/北,117.0,6000
整租·首开国风美唐二期 2室1厅 东南,82.0,7000
整租·回龙观·龙博苑二区·3室,80.0,5100
整租·龙跃苑四区2室1厅,99.0,5700
整租·领秀慧谷C区 3室1厅 南/北,116.0,7000
整租·霍营·龙锦苑东一区·2室,98.0,5300
整租·首开国风美唐二期 1室1厅 东,60.0,5400
整租·上北鑫座1室0厅,39.0,3700
整租·东亚上北中心1室0厅,37.0,3600
整租·霍营·首开国风美唐二期·3室,92.0,7200
整租·回龙观·建发文源府·2室,79.0,6800
整租·万橡悦府二期 3室1厅 南/北,88.0,8200
整租·东亚上北中心1室1厅,57.0,6500
整租·东亚上北中心 1室1厅 北,38.0,4790
整租·矩阵三期 2室1厅 南/西/北,78.0,6000
合租·回龙观·公园悦府一区·3室·房间A,25.0,2900
整租·云趣园一区 3室2厅 南/北,103.0,5600
整租·霍营·首开国风美唐二期·3室,95.0,7200
整租·京投发展公园悦府一区2室1厅,81.0,6000
整租·流星花园三区2室1厅,100.0,6400
整租·龙腾苑六区 2室1厅 南/北,100.0,6500
整租·首开智慧社1室0厅,51.0,4800
整租·东亚上北中心1室1厅,56.0,4800
整租·首开智慧社 2室1厅 南/北,89.0,6800
整租·首开国风美唐综合楼1室1厅,73.0,5800
整租·领秀慧谷D区 2室1厅 南,71.0,6400
整租·龙禧苑二区3室1厅,122.0,6100
合租·回龙观·龙腾苑四区·3室,14.0,2300
整租·领秀慧谷D区 3室1厅 南/北,139.0,8900
整租·霍营·首开国风美唐二期·2室,93.0,7000
整租·首开国风美唐二期 2室1厅 南,93.0,7500
合租·回龙观·骊龙园·3室·房间C,13.0,1700
整租·云趣园一区 3室1厅 南/北,105.0,6500
整租·首开国风美唐三期 3室1厅 南/北,98.0,8500
整租·龙腾苑二区 3室1厅 南/北,146.0,8200
整租·首开国风美唐综合楼1室0厅,62.0,4900
整租·北回归线2室1厅,67.0,6300
整租·首开国风美唐二期 3室1厅 南/北,91.0,8000
整租·回龙观·公园悦府一区·2室,81.0,6200
整租·龙跃苑二区2室1厅,98.0,5850
整租·矩阵二期 2室1厅 南/北,118.0,6800
整租·首开国风美唐二期 3室1厅 南/北,91.0,7700
整租·田园风光雅苑 3室2厅 南/北,125.0,6800
整租·西三旗·西三旗轮胎厂宿舍·2室,69.0,4600
整租·龙回苑 4室2厅 复式 南/北,173.0,9100
整租·龙旗广场2室1厅,75.0,5650
整租·霍营·龙锦苑东四区·2室,100.0,5500
整租·领秀慧谷A区 2室1厅 东/西,82.0,6300
整租·回龙观·流星花园三区·2室,60.0,5800
整租·霍营·龙锦苑东一区·3室,120.0,6500
整租·矩阵三期 2室1厅 南/西/北,78.0,6000
合租·回龙观·龙博苑二区·3室·房间B,16.0,1550
合租·霍营·龙锦苑东五区·4室·房间D,17.0,1500
整租·流星花园三区 2室1厅 东/南,86.0,6000
整租·首开国风美唐三期 3室1厅 南/北,127.0,9200
合租·朱辛庄·领秀慧谷C区·4室,25.0,3100
整租·上奥世纪中心1室0厅,46.0,4500
整租·京投发展公园悦府一区 2室1厅 南/北,90.0,7400
整租·云趣园三区 2室1厅 南/北,90.0,5000
整租·龙博苑二区 2室1厅 南/北,79.0,5500
整租·回龙观·龙禧苑五区·3室,114.0,6700
整租·回龙观·龙跃苑一区·3室,124.0,8500
整租·首开国风美唐三期 3室1厅 南/北,90.0,8200
整租·龙跃苑四区 3室1厅 南/北,127.0,6500
整租·龙锦苑东四区 3室1厅 南/北,124.0,6400
整租·龙跃苑东五区 2室1厅 南/北,97.0,6300
整租·霍营·龙锦苑东一区·3室,124.0,7000
整租·龙跃苑四区 2室1厅 南/北,90.0,6000
整租·云趣园三区 2室1厅 南,90.0,6030
整租·霍营·龙锦苑东四区·2室,101.0,5800
合租·回龙观·公园悦府二区·3室·房间A,25.0,3300
合租·回龙观·矩阵小区一期·4室·房间A,28.0,3000
整租·田园风光雅苑3室2厅,125.0,7200
整租·回龙观·流星花园三区·5室,170.0,11500
整租·回龙观·良庄家园·2室,98.0,5600
整租·霍营·首开国风美唐二期·3室,95.0,7200
整租·云趣园三区3室2厅,115.0,6300
整租·回龙观·建发文源府·2室,78.0,6500
整租·回龙观·龙跃苑一区·3室,124.0,6500
整租·回龙观·流星花园三区·3室,109.0,7000
整租·矩阵二期 2室1厅 南,68.0,5000
整租·龙博苑二区 2室1厅 南/北,80.0,5200
整租·回龙观·龙禧苑二区·4室,167.0,8800
整租·东亚上北中心1室1厅,63.0,4800
整租·领秀慧谷D2区 3室1厅 南/西/北,102.0,7800
整租·轮胎厂宿舍 2室1厅 南/北,53.0,5200
整租·领秀慧谷C区 3室1厅 南/北,90.0,6500
整租·领秀慧谷A区1室1厅,64.0,5300
整租·东亚上北中心1室1厅,53.0,4800
整租·回龙观·龙跃苑四区·2室,90.0,6800
整租·朱辛庄·萬橡悦府二期·2室,73.0,7200
整租·上北鑫座1室0厅,47.0,3800
整租·回龙观·矩阵小区一期·2室,62.0,4900
整租·首开国风美唐综合楼1室0厅,56.0,4600
整租·龙锦苑东四区 2室1厅 南/北,101.0,5670
合租·回龙观·龙跃苑四区·3室·房间B,17.0,2400
整租·龙跃苑四区 2室1厅 南/北,90.0,5800
合租·霍营·龙锦苑东五区·3室·房间C,13.0,1499
整租·霍营·首开国风美唐二期·3室,95.0,7600
整租·回龙观·流星花园三区·3室,86.0,6500
整租·回龙观·龙博苑二区·1室,59.0,5200
整租·回龙观·流星花园三区·3室,130.0,7600
整租·东亚上北中心2室1厅,84.0,6100
合租·回龙观·田园风光东区·4室·房间C,12.0,1750
合租·回龙观·龙腾苑四区·3室,14.0,2300
整租·领秀慧谷A区 3室1厅 南/北,89.0,6350
整租·回龙观·流星花园三区·3室,115.0,7000
整租·云趣园一区 3室1厅 南/北,103.0,5600
整租·朱辛庄·萬橡悦府二期·4室,136.0,12600
整租·回龙观·和谐家园一区·2室,93.0,5700
整租·首开智慧社1室1厅,51.0,5390
整租·领秀慧谷A区 2室1厅 南/北,82.0,6100
整租·首开国风美唐二期3室1厅,97.0,7400
整租·龙博苑二区1室1厅,59.0,5500
整租·和谐家园一区 3室2厅 南/北,118.0,6000
合租·回龙观·龙跃苑一区·3室·房间A,30.0,3250
整租·霍营·龙锦苑东一区·3室,118.0,6300
整租·东亚上北中心1室0厅,38.0,4000
整租·万橡悦府二期2室1厅,73.0,6400
整租·龙跃苑一区3室1厅,112.0,6100
整租·回龙观·首开智慧社·2室,89.0,7500
整租·首开国风美唐二期4室2厅,143.0,9730
合租·回龙观·龙腾苑四区·3室,13.0,2300
整租·首开智慧社1室0厅,51.0,4800
整租·首开国风美唐二期 2室1厅 南,93.0,7500
整租·首开国风美唐综合楼1室0厅,77.0,6200
合租·朱辛庄·领秀慧谷C区·4室·房间C,15.0,1700
整租·回龙观·流星花园三区·4室,183.0,12000
整租·云趣园二区 2室1厅 南/北,94.0,5600
整租·领秀慧谷C区3室2厅,71.0,6500
整租·流星花园三区 2室2厅 南,92.0,5800
整租·西三旗·上奥世纪中心·1室,50.0,4500
合租·朱辛庄·领秀慧谷D区·3室·房间C,12.0,1950
整租·首开国风美唐三期 2室1厅 南,92.0,7880
整租·上奥世纪中心 1室1厅 西,46.0,4730
合租·霍营·龙锦苑东五区·4室,25.0,2700
合租·西三旗·上奥世纪中心·3室·房间A,25.0,3000
整租·东亚上北中心1室1厅,57.0,5100
整租·霍营·首开国风美唐一期·2室,91.0,7500
整租·回龙观·公园悦府一区·1室,48.0,5000
整租·流星花园二区 1室0厅 北,47.0,4200
整租·首开国风美唐综合楼1室1厅,55.0,4700
整租·上奥世纪中心 2室1厅 南/北,91.0,7000
整租·首开国风美唐二期 2室1厅 东,81.0,6500
整租·龙回苑 4室2厅 复式 南/北,173.0,9100
合租·回龙观·龙跃苑一区·3室·房间A,19.0,3050
整租·霍营·首开国风美唐二期·3室,91.0,8000
整租·东亚上北中心1室0厅,42.0,4300
整租·首开国风美唐综合楼1室1厅,73.0,5800
整租·首开国风美唐二期 1室1厅 东/西,61.0,5680
合租·朱辛庄·领秀慧谷C区·3室·房间A,20.0,2400
整租·回龙观·矩阵小区一期·2室,69.0,5800
整租·北清云际3室1厅,95.0,6300
整租·回龙观·云趣园三区·2室,90.0,6000
整租·回龙观·建发文源府·1室,56.0,5800
整租·东亚上北中心1室0厅,41.0,4200
整租·领秀慧谷A区 2室1厅 南,80.0,5800
整租·领秀慧谷A区2室1厅,81.0,5900
整租·领秀慧谷C区 1室1厅 南,57.0,5700
整租·回龙观·公园悦府二区·2室,87.0,7500
合租·朱辛庄·领秀慧谷D2区·4室·房间B,19.0,2480
整租·朱辛庄南区 2室1厅 南,70.0,5990
整租·矩阵二期 1室0厅 北,34.0,3800
整租·龙锦苑六区 1室1厅 南/北,65.0,4600
整租·矩阵二期1室0厅,32.0,3800
整租·东亚上北中心1室1厅,60.0,5100
整租·流星花园三区 1室0厅 东南,46.0,4400
整租·上北鑫座1室0厅,46.0,3700
合租·回龙观·田园风光西区·3室·房间C,12.0,1500
合租·霍营·首开国风美唐三期·3室,12.0,2300
整租·霍营·首开国风美唐一期·2室,93.0,7500
整租·东亚上北中心1室0厅,38.0,3600
整租·龙博苑二区 2室1厅 南/北,79.0,5300
整租·首开智慧社1室0厅,51.0,5000
整租·东亚上北中心 1室1厅 东,57.0,5660
整租·霍营·首开国风美唐二期·2室,61.0,5500
整租·流星花园三区 1室0厅 东南,46.0,5300
整租·首开智慧社1室0厅,51.0,5200
整租·万龙社区2室1厅,71.0,4700
合租·霍营·龙锦苑东五区·4室·房间D,23.0,2200
整租·首开国风美唐三期 3室1厅 南/北,127.0,9300
整租·龙博苑二区 2室1厅 南/北,78.0,5700
整租·上奥世纪中心1室0厅,46.0,4500
合租·朱辛庄·领秀慧谷C区·4室·房间C,14.0,1850
合租·回龙观·龙腾苑二区·3室·房间B,16.0,2200
整租·上北鑫座2室1厅,100.0,6700
整租·云趣园一区 3室2厅 南/北,103.0,6200
整租·领秀慧谷C区 1室1厅 南,57.0,5000
整租·领秀慧谷B区 1室1厅 南,63.0,5400
合租·霍营·首开国风美唐三期·3室,8.0,1850
整租·和谐家园一区 3室2厅 南/北,118.0,6000
合租·回龙观·云趣园二区·4室·房间B,10.0,1950
合租·霍营·龙锦苑东二区·3室·房间A,20.0,3150
整租·矩阵三期 2室1厅 南/西/北,78.0,6000
整租·龙禧苑一区 3室1厅 南/北,105.0,6800
整租·龙腾苑四区 2室1厅 南/北,94.0,6400
整租·流星花园三区 2室1厅 南,92.0,6100
整租·北回归线1室0厅,46.0,4000
整租·霍营·龙跃苑东四区·2室,97.0,6000
整租·上奥世纪中心 1室1厅 南,50.0,5100
整租·流星花园二区2室1厅,102.0,5850
整租·流星花园三区 2室2厅 南,92.0,6500
整租·龙锦苑六区 1室1厅 南/北,65.0,4600
整租·回龙观·公园悦府一区·3室,89.0,8000
整租·回龙观·东亚上北·1室,53.0,4400
整租·龙锦苑六区 3室2厅 东/南/北,135.0,6700
整租·云趣园一区 2室2厅 南/北,88.0,5200
整租·云趣园一区 3室1厅 南/北,106.0,6000
整租·流星花园二区3室1厅,111.0,6400
整租·回龙观·云趣园一区·2室,104.0,6600
整租·回龙观·公园悦府二区·3室,114.0,9000
合租·西三旗·上奥世纪中心·4室·房间D,13.0,2150
整租·矩阵二期 1室0厅 北,34.0,3800
整租·领秀慧谷A区 2室1厅 南,82.0,6000
整租·回龙观·龙锦苑六区·2室,94.0,5600
整租·田园风光雅苑 3室1厅 南/北,125.0,7100
整租·龙跃苑三区 2室1厅 南/北,92.0,5500
合租·回龙观·云趣园三区·3室·房间A,25.0,3200
整租·龙腾苑六区 2室1厅 南/北,97.0,6300
整租·旺龙花园 1室1厅 东,44.0,4100
整租·上北鑫座1室0厅,46.0,4200
整租·上奥世纪中心 2室1厅 南/北,89.0,6600
合租·朱辛庄·领秀慧谷C区·4室·房间C,15.0,1950
整租·龙腾苑三区3室1厅,118.0,7500
整租·龙锦苑东四区 2室1厅 南/北,100.0,6800
整租·北清云际3室1厅,95.0,7500
整租·回龙观·龙禧苑五区·3室,85.0,6000
整租·东亚上北中心1室1厅,56.0,4500
整租·龙跃苑二区 2室1厅 南/北,98.0,6300
整租·回龙观·龙跃苑一区·3室,110.0,6600
合租·西三旗·上奥世纪中心·3室·房间A,25.0,2750
整租·回龙观·公园悦府一区·2室,91.0,7800
合租·龙泽·龙腾苑六区·4室,23.0,3300
整租·上北鑫座1室0厅,40.0,3700
整租·上北鑫座1室0厅,48.0,3900
整租·霍营·首开国风美唐二期·2室,93.0,7500
整租·万橡悦府二期 3室1厅 南/北,89.0,7500
整租·朱辛庄·领秀慧谷C区·3室,116.0,7200
整租·霍营·首开国风美唐一期·2室,91.0,6900
整租·东亚上北中心2室1厅,85.0,6500
整租·矩阵一期2室1厅,69.0,4992
整租·首开国风美唐二期 3室1厅 南/北,92.0,8200
合租·回龙观·龙腾苑四区·3室·房间B,15.0,2200
整租·东亚上北中心1室1厅,57.0,4500
整租·龙跃苑东五区 3室2厅 南/北,124.0,8500
整租·首开智慧社1室0厅,53.0,5200
合租·回龙观·云趣园二区·5室·房间C,15.0,1800
整租·龙锦苑六区3室1厅,133.0,7000
整租·首开国风美唐二期 2室1厅 南,93.0,7200
整租·龙博苑二区 2室1厅 南/北,79.0,5400
整租·领秀慧谷D区2室1厅,70.0,5900
整租·云趣园二区 2室1厅 南/北,85.0,5000
整租·京投发展公园悦府二区 3室1厅 东南,86.0,6800
整租·矩阵一期 2室1厅 南/北,66.0,5000
整租·矩阵一期 2室1厅 南/北,62.0,5200
合租·回龙观·田园风光东区·3室·房间C,15.0,1680
整租·回龙观·流星花园二区·1室,47.0,4000
整租·龙博苑二区 1室1厅 南,60.0,5300
整租·霍营·龙锦苑东五区·2室,99.0,5500
整租·回龙观·流星花园三区·3室,109.0,7000
合租·回龙观·龙跃苑二区·3室·房间C,9.0,1800
整租·龙禧苑一区1室1厅,66.0,5360
整租·轮胎厂宿舍 2室1厅 南/北,58.0,5000
整租·万龙社区 3室1厅 南/北,99.0,5500
合租·霍营·龙锦苑东五区·3室·房间A,25.0,3100
整租·通达园 3室2厅 南/北,131.0,6900
整租·京投发展公园悦府二区2室1厅,86.0,7200
整租·骊龙园 3室1厅 南/北,129.0,6300
整租·龙博苑三区 2室1厅 南/北,80.0,5500
整租·西三旗·上奥世纪中心·2室,94.0,6300
合租·回龙观·和谐家园一区·3室·房间B,18.0,2000
整租·万龙社区2室1厅,71.0,4700
整租·领秀慧谷A区 2室2厅 南/北,82.0,6400
整租·吉晟别墅 3室2厅 复式 南/北,224.0,15000
整租·云趣园一区2室1厅,95.0,5700
整租·首开国风美唐二期 2室1厅 东,82.0,6500
合租·朱辛庄·领秀慧谷C区·4室·房间B,25.0,2500
合租·回龙观·田园风光东区·3室·房间B,15.0,1900
整租·京投发展公园悦府一区 2室1厅 南/北,94.0,7200
整租·首开国风美唐综合楼1室1厅,60.0,5660
整租·龙跃苑一区 3室1厅 南/北,124.0,6200
合租·回龙观·田园风光西区·3室·房间C,15.0,1600
整租·霍营·龙跃苑东五区·2室,96.0,6600
整租·龙跃苑东四区 2室1厅 南/北,97.0,6000
整租·龙锦苑六区 2室1厅 南/北,85.0,5400
整租·龙锦苑二区 2室1厅 南/北,102.0,6200
整租·霍营·首开国风美唐二期·2室,93.0,7500
整租·回龙观·公园悦府一区·2室,92.0,7500
整租·矩阵二期 1室1厅 北,32.0,4790
整租·领秀慧谷A区 2室1厅 南,82.0,6000
整租·尚城2室1厅,57.0,5000
整租·朱辛庄·领秀慧谷C区·3室,118.0,7500
整租·回龙观·龙博苑二区·1室,59.0,5200
整租·领秀慧谷A区 2室2厅 南/北,82.0,6400
整租·上北鑫座1室1厅,39.0,3700
整租·朱辛庄南区 2室1厅 南,70.0,5990
整租·旺龙花园3室2厅,119.0,8000
整租·回龙观·矩阵小区一期·2室,66.0,5100
合租·回龙观·田园风光西区·3室·房间A,30.0,3250
整租·泰华龙旗广场 2室2厅 西,81.0,8800
整租·龙禧苑五区 1室1厅 南/北,66.0,4600
整租·轮胎厂宿舍 2室1厅 南/北,53.0,5200
整租·和谐家园一区 3室2厅 南/北,125.0,6800
整租·朱辛庄·领秀慧谷C区·3室,140.0,9000
整租·东亚上北中心1室0厅,42.0,4064
整租·回龙观·龙跃苑一区·2室,94.0,6000
整租·回龙观·龙跃苑一区·2室,87.0,6200
整租·回龙观·龙跃苑一区·3室,110.0,6600
合租·朱辛庄·领秀慧谷C区·4室·房间D,12.0,1900
整租·回龙观·云趣园三区·2室,95.0,5700
整租·霍营·旺龙花园·1室,41.0,4500
整租·首开国风美唐二期 1室1厅 南,62.0,5900
整租·流星花园三区 2室1厅 东/南,86.0,6000
整租·京投发展公园悦府一区 2室1厅 南,83.0,6300
整租·龙跃苑三区 2室1厅 南/北,102.0,6200
合租·霍营·龙锦苑东五区·4室,25.0,2700
整租·云趣园一区 2室1厅 南/北,88.0,5700
整租·首开智慧社 2室1厅 南/北,85.0,6600
整租·回龙观·流星花园二区·2室,88.0,5600
整租·霍营·首开国风美唐二期·2室,62.0,5900
整租·朱辛庄·领秀慧谷C区·2室,86.0,6500
整租·北京市农学院家属宿舍1室1厅,39.0,4700
整租·霍营·龙锦苑东四区·2室,100.0,5000
整租·回龙观·流星花园二区·2室,111.0,6500
合租·回龙观·田园风光西区·3室·房间C,15.0,1600
整租·首开国风美唐二期 3室1厅 南/北,92.0,8200
整租·流星花园三区 1室1厅 东/北,59.0,5800
整租·万龙社区2室1厅,61.0,5000
整租·首开国风美唐二期 1室1厅 东/西,60.0,5600
整租·首开智慧社2室1厅,48.0,5800
整租·领秀慧谷C区 1室1厅 南,57.0,5300
整租·霍营·龙锦苑东三区·3室,124.0,6500
合租·龙泽·龙腾苑六区·4室,13.0,1900
整租·首开国风美唐一期2室1厅,93.0,6800
整租·东亚上北中心1室1厅,57.0,4700
整租·领秀慧谷C区1室1厅,57.0,5300
整租·矩阵二期1室1厅,34.0,4690
整租·霍营·龙跃苑东四区·2室,97.0,6000
整租·领秀慧谷A区 3室2厅 东南,89.0,6200
整租·首开国风美唐二期2室1厅,75.0,5100
整租·万橡悦府二期 3室1厅 南/北,89.0,7500
整租·龙旗广场2室1厅,72.0,5500
整租·霍营·首开国风美唐二期·2室,81.0,6300
整租·领秀慧谷A区 2室1厅 南/北,84.0,5400
整租·云趣园三区 2室1厅 南/北,94.0,4800
整租·领秀慧谷A区 1室1厅 南,63.0,5100
整租·万橡悦府二期 3室2厅 南/北,89.0,7300
整租·领秀慧谷A区2室1厅,81.0,5800
整租·回龙观·公园悦府一区·2室,92.0,7500
整租·首开国风美唐二期 2室1厅 南,93.0,7500
整租·上北鑫座1室0厅,38.0,3800
整租·领秀慧谷D2区2室1厅,98.0,6730
整租·领秀慧谷A区 2室1厅 南/北,81.0,5800
整租·万橡悦府二期3室2厅,120.0,9800
整租·云趣园一区3室1厅,104.0,6000
整租·轮胎厂宿舍 1室1厅 东/西,57.0,4500
整租·流星花园三区 2室1厅 南,102.0,6000
整租·万橡悦府一期 3室1厅 南/北,89.0,7200
整租·上北鑫座1室0厅,37.0,3500
整租·龙旗广场 2室1厅 西南,80.0,6500
合租·回龙观·龙禧苑一区·6室·房间E,16.0,1500
整租·回龙观·矩阵小区二期·1室,32.0,4000
整租·领秀慧谷B区 3室1厅 东/南/北,89.0,6000
合租·龙泽·龙腾苑六区·3室·房间C,13.0,2100
合租·霍营·龙跃苑东二区·4室·房间B,17.0,2000
合租·西三旗·上奥世纪中心·3室·房间B,25.0,2400
整租·流星花园三区 2室1厅 北,60.0,5100
合租·霍营·龙锦苑东一区·4室·房间A,26.0,3000
整租·首开国风美唐二期 3室1厅 南/北,97.0,8000
整租·东亚上北中心2室1厅,85.0,5600
整租·领秀慧谷A区 2室1厅 南/北,80.0,5800
整租·龙博苑二区 2室1厅 南/北,80.0,5300
整租·回龙观·流星花园三区·2室,102.0,6300
整租·矩阵二期 1室1厅 南,46.0,4900
整租·回龙观·龙城花园S区·3室,70.0,6500
整租·首开智慧社1室0厅,51.0,5000
整租·东亚上北中心1室1厅,54.0,4500
合租·霍营·首开国风美唐三期·3室,8.0,1850
整租·龙博苑二区 2室1厅 南,79.0,6490
整租·回龙观·公园悦府一区·2室,92.0,7200
整租·流星花园三区 2室1厅 南/北,63.0,5900
整租·东亚上北中心1室1厅,57.0,6500
整租·北回归线1室0厅,46.0,3960
整租·领秀慧谷A区 2室1厅 南,81.0,5600
整租·首开智慧社 2室1厅 南/北,86.0,6800
整租·领秀慧谷A区2室1厅,82.0,6000
整租·云趣园三区2室1厅,95.0,6000
整租·龙腾苑二区 3室1厅 南,118.0,7200
合租·回龙观·龙禧苑一区·6室·房间D,13.0,1522
合租·回龙观·龙禧苑一区·3室·房间C,14.0,1700
整租·领秀慧谷A区2室1厅,81.0,6000
整租·回龙观·公园悦府一区·2室,91.0,7000
合租·霍营·首开国风美唐三期·4室,10.0,2000
整租·龙旗广场 2室1厅 东南,79.0,6300
整租·回龙观·龙禧苑五区·2室,93.0,3600
整租·领秀慧谷A区2室1厅,81.0,6000
整租·领秀慧谷A区 2室1厅 南/北,84.0,5400
整租·龙博苑二区 2室1厅 南/北,79.0,5300
整租·东亚上北中心1室1厅,56.0,4500
合租·回龙观·龙锦苑四区·5室·房间B,15.0,1500
整租·龙跃苑二区 2室1厅 南/北,97.0,6200
整租·首开国风美唐二期 2室1厅 南,86.0,7000
整租·云趣园一区 3室1厅 南/北,103.0,5900
整租·回龙观·龙博苑二区·1室,59.0,5100
整租·龙锦苑东四区 2室1厅 南/北,98.0,5200
整租·龙腾苑六区 2室2厅 南,101.0,6200
整租·万橡悦府一期 3室1厅 南/北,89.0,7500
合租·回龙观·和谐家园二区·3室·房间A,24.0,2850
整租·首开国风美唐三期 3室1厅 东/南/北,98.0,8400
整租·首开智慧社2室1厅,87.0,6600
整租·首开智慧社1室1厅,67.0,5500
整租·七燕路1号院 1室1厅 南,55.0,5200
整租·回龙观·建发文源府·3室,110.0,7500
合租·朱辛庄·领秀慧谷B区·3室·房间B,20.0,2500
整租·龙跃苑三区3室1厅,120.0,6500
整租·北店嘉园3室1厅,123.0,5500
整租·东亚上北中心1室1厅,57.0,4500
整租·回龙观·公园悦府一区·3室,89.0,7500
整租·回龙观·龙博苑三区·2室,80.0,5500
整租·霍营·首开国风美唐二期·2室,93.0,7000
合租·回龙观·田园风光东区·4室·房间D,15.0,2100
整租·朱辛庄·领秀慧谷C区·3室,138.0,10800
整租·龙腾苑三区2室1厅,96.0,6630
整租·东亚上北中心1室1厅,60.0,5000
整租·轮胎厂宿舍 1室1厅 南/北,52.0,4700
合租·回龙观·龙博苑二区·4室·房间C,12.0,1950
整租·龙锦苑东四区3室2厅,126.0,6500
整租·上奥世纪中心1室1厅,47.0,4250
整租·龙锦苑东五区 3室2厅 南/北,125.0,6000
整租·回龙观·云趣园二区·2室,93.0,5600
整租·霍营·首开国风美唐二期·2室,81.0,6300
整租·上奥世纪中心1室0厅,186.0,13000
整租·泰华龙旗广场4室1厅,65.0,16500
整租·北清云际 3室1厅 南/北,95.0,6300
整租·回龙观·龙跃苑一区·2室,87.0,6200
整租·朱辛庄·领秀慧谷D区·2室,88.0,6700
整租·回龙观·云趣园一区·3室,115.0,7800
合租·朱辛庄·领秀慧谷D2区·3室·房间A,17.0,2380
整租·领秀慧谷A区 1室1厅 南,63.0,5500
