名称,面积(㎡),小区,总价(万),单价(元/㎡)
急!新装修!花园260平!龙城w区 双号 无缺角 位置好,191.0,龙城花园W区,950.0,49738.0
"龙锦苑东二区,次顶层三居两卫,商品房,有钥匙",124.67,龙锦苑东二区,366.0,29357.0
龙腾苑六区 两居多功能户型 商品房 有钥匙随时看 可签约,100.87,龙腾苑六区,339.0,33607.0
新上 (公园洋房、三居)无遮挡 人车分流 出小区地铁8号线,113.45,公园悦府,640.0,56412.0
回龙观·矩阵小区一期·3室·1厅,85.56,矩阵一期,339.0,39621.0
"朱辛庄·双地铁2024年6月次新房,万达50米全南两居仅契税",84.89,小沙河华府,370.0,43585.0
商品房 满五 采光好 安静不临街 只有契税,97.2,骊龙园,315.0,32407.0
"龙锦二少有户型,看房方便有钥匙,业主稳定签约,南水北山",112.08,龙锦苑二区,350.0,31227.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",97.35,龙腾苑三区,436.0,44786.0
"回龙观 事业总推荐 龙腾苑六区两居,南北通透格局,视野宽阔",101.73,龙腾苑六区,366.0,35977.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",80.95,领秀慧谷A区,340.0,42001.0
业主急售 昌平 复试结构精装修两居室 双卫 随时看房欢迎咨询,33.0,尚城,85.0,25757.0
回龙观 · 东村家园 南北通透 主卧客厅朝· 3室 · 1厅,107.45,东村家园,495.0,46067.0
急急急!真图实.价!花园600平!龙城中三区 独栋 位置好!,275.0,龙城花园中三区,1900.0,69090.0
"南北通透三居,户型方正,中间层,采光好,近公园和地铁",114.81,龙锦苑六区,380.0,33098.0
回龙观·首开国风美唐三期·3室·2厅,127.36,首开国风美唐,670.0,52606.0
出售 昌平 5.4米复式 买一层一层 落地大飘窗 两居室卫,45.0,尚城,105.0,23333.0
复式格局 双层挑空 视野好光线足 空间大,82.51,流星花园二区,316.0,38298.0
尚城 47平2居 南东向精装修 自住保养好,47.0,尚城,120.0,25531.0
"朱辛庄·领秀慧谷C区·2室·2厅,落地窗,低楼层采光无遮挡",86.08,领秀慧谷,424.0,49256.0
急急急!真图实.价!院400平!龙城中七区!独栋别墅,309.0,龙城花园中七区,2000.0,64724.0
新龙城 二居 南北通透 户型方正 大面宽落地窗 近地铁 诚售,99.34,新龙城,455.0,45802.0
新龙城 90平 318万 司法房产 回龙观,90.49,新龙城,318.0,35142.0
业主急售 昌平 复试结构精装修两居室 双卫 随时看房欢迎咨询,33.0,尚城,85.0,25757.0
回龙观尚城 复式下户型 有电梯 个人可买,48.0,尚城,125.0,26041.0
龙城租售专家!真图实.价!龙邸7号楼 下叠拼 60平 出售,239.0,龙城花园五期,920.0,38493.0
朱辛庄 · 领秀慧谷C区 · 新上两居带阳台诚售,86.1,领秀慧谷,429.0,49825.0
回龙观·流星花园三区·2室·1厅,103.15,流星花园三区,455.0,44110.0
朱辛庄·领秀慧谷D2区·2室·2厅,92.29,领秀慧谷,546.0,59161.0
回龙观 龙锦苑东五区 三层大两居,99.68,龙锦苑东五区,339.0,34008.0
"新上楼层,商五,精装修好房,周边配套成熟,业主诚售。",115.36,云趣园三区,488.0,42302.0
昌平(回龙观) 田园风光雅苑,124.88,田园风光雅苑,360.0,28827.0
急急急!真图实.价!南花园60平 华远静林湾 联排 中间户,239.0,华远静林湾,1180.0,49372.0
昌平-回龙观 龙城花园中四区(别墅)5室2厅null南北,277.01,龙城花园一期,1089.0,39312.0
回龙观·首开国风美唐二期·2室·1厅,80.99,首开国风美唐,388.0,47907.0
回龙观·云趣园二区·6室·3厅,309.93,云趣园二区,930.0,30006.0
龙城租售专家!边户型!龙城花园小联排.花园160平,137.0,龙城花园中五区,950.0,69343.0
朱辛庄·TBD住总万科天地7号院·2室·1厅,88.66,TBD万科天地住宅,355.0,40040.0
回龙观·流星花园三区·小区中心位置 中间层采光好 三居两卫,121.63,流星花园三区,530.0,43574.0
回龙观 · 云趣园二区 · 2室 · 1厅,93.51,云趣园二区,320.0,34220.0
回龙观·云趣园 正规四室三卫 看房方便 满五,188.3,云趣园二区,666.0,35369.0
龙城租售专家!真图实.价!龙邸7号楼 下叠拼 60平 出售,238.0,龙城花园五期,920.0,38655.0
急急急!龙城W区!4层阁.楼70平!靠谱出售,191.0,龙城花园W区,720.0,37696.0
南北通透一居 中间层 拎包可住 仅契税,65.28,龙锦苑六区,259.0,39675.0
新上 (公园洋房、三居)无遮挡 人车分流 出小区地铁8号线,113.45,公园悦府,640.0,56412.0
"回龙观·龙跃苑三区·商品房满五年,有钥匙,近地铁霍营站",119.23,龙跃苑三区,389.0,32626.0
新上 (8号线旁、4层)位置好 近商场 已转商品房,119.42,龙回苑,435.0,36426.0
"回龙观 · 流星花园三区 小区中间,三层,看房方便带电梯",121.82,流星花园三区,558.0,45805.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",94.26,公园悦府,546.0,57924.0
回龙观 新龙城 东西两居 全明格局 电梯房 落地窗 近龙泽站,96.3,新龙城,360.0,37383.0
尚城 68平2居 南东向简装修 安静不临街,68.0,尚城,150.0,22058.0
龙跃苑二区 南北通透 三居两卫 视野无遮挡 小区中间位置,135.89,龙跃苑二区,455.0,33482.0
双地铁·霍营·龙锦苑东五区·3室·2卫·采光好,124.77,龙锦苑东五区,345.0,27650.0
新上近龙泽地铁·新龙城·1室 有钥匙,46.12,新龙城,196.0,42497.0
急!真图实价!华远静林湾 带电梯 联排别墅 靠谱出售,253.0,华远静林湾,1200.0,47430.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",89.85,领秀慧谷B区,478.0,53199.0
尚城 48平2居 南东向精装修 拎包入住,48.0,尚城,120.0,25000.0
回龙观首开国风美唐一期 小区中间 南北通透 自住精装业主诚售,124.54,首开国风美唐,730.0,58615.0
急急急!真图实.价!院450平 龙城中八区独栋 出售,388.0,龙城花园中八区,2000.0,51546.0
"海淀北,地铁旁精装准现房,83平,486万",83.0,越秀·星樾,486.0,58554.0
龙城租售专家! S区下叠拼 花园180平 采光好 一层有卧室,207.0,龙城花园,1000.0,48309.0
龙城租售专家!边户型!龙城花园小联排.花园160平,136.0,龙城花园中五区,950.0,69852.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",90.93,公园悦府,506.0,55647.0
回龙观·流星花园三区·2室·1厅,100.32,流星花园三区,456.0,45454.0
商满五 南北通透 三室一厅 户型方正 自住精装,124.4,龙跃苑四区,399.0,32073.0
龙回苑 低总价 采光好 配套齐全 价格可聊 8号线300米,78.02,龙回苑,249.0,31914.0
尚城 70平3居 南东向精装修 随时签约,70.0,尚城,165.0,23571.0
龙腾苑六区 两居多功能户型 商品房 有钥匙随时看 可签约,100.87,龙腾苑六区,339.0,33607.0
业主急售 回龙观双卧朝南 南北通透大两居3层 隔音好有钥匙,98.14,矩阵一期,379.0,38618.0
回龙观·流星花园三区·2室·1厅,86.88,流星花园三区,426.0,49033.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.0,公园悦府,579.0,67325.0
龙城租售专家!真图实.价!龙城W区2层 双号,191.0,龙城花园W区,720.0,37696.0
回龙观·首开国风美唐三期·3室·2厅,127.36,首开国风美唐,670.0,52606.0
"朱辛庄领秀慧谷电梯南北西三居,明卫,地铁双线,出门北清快速路",89.93,领秀慧谷,420.0,46702.0
急急急!真图实.价!院600平.炮楼户型大独栋.随时看房签约,380.0,龙城花园中四区,2000.0,52631.0
"6+7复式,钢混结构,仅契税,近地铁",137.81,北店嘉园,349.0,25324.0
急急急!真图实.价!龙城S区上叠拼 精装修 随时签约,217.0,龙城花园,750.0,34562.0
回龙观 龙城花园龙邸 满套 南北向电梯上叠,245.38,龙城花园五期,1080.0,44013.0
南北通透一居 中间层 采光视野好 仅契税 可做两居使用,65.36,龙锦苑六区,270.0,41309.0
尚城 70平3居 南东向精装修 方便看房,70.0,尚城,160.0,22857.0
急急急!真图实.价!院450平 龙城中八区独栋 出售,388.0,龙城花园中八区,2000.0,51546.0
"回龙观 · 流星花园三区 · 阳光斯坦福,小区中间位置。",139.3,流星花园三区,535.0,38406.0
实拍!回龙观复式小户型 业主自住装修 个人买,33.0,尚城,95.0,28787.0
龙城租售专家!真图实.价!花园600平!龙城中八区!独栋别墅,405.0,龙城花园一期,2000.0,49382.0
新上 (公园洋房、三居)无遮挡 人车分流 出小区地铁8号线,113.45,公园悦府,640.0,56412.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,211.0,龙城花园N区,980.0,46445.0
8号线旁 2居 双阳台 前后落地扇 只有契税 可聊,88.58,田园风光,327.0,36915.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",89.85,领秀慧谷B区,478.0,53199.0
龙腾苑三区南北通透三居 满五住宅462万,142.02,龙腾苑三区,462.0,32530.0
回龙观·龙城花园中八区独栋 中间位置 格局好,389.59,龙城花园五期,2460.0,63143.0
回龙观·流星花园三区·2室·1厅,103.15,流星花园三区,455.0,44110.0
"龙锦苑东二区,次顶层三居两卫,商品房,有钥匙",124.67,龙锦苑东二区,366.0,29357.0
南北通透一居 中间层 采光视野好 仅契税 可做两居使用,65.36,龙锦苑六区,270.0,41309.0
新龙城 126平 562万 司法房产 回龙观,126.01,新龙城,563.0,44678.0
吉晟别墅 336.83平5居 南向精装修 着急出售,336.83,吉晟别墅,2200.0,65314.0
急急急!真图实.价!院260平!龙城w区 一层 新装修,191.0,龙城花园W区,1000.0,52356.0
"龙锦苑东四区,3层南北两居室,满五",101.73,龙锦苑东四区,335.0,32930.0
回龙观 · 云趣园二区 · 2室 · 1厅,93.51,云趣园二区,320.0,34220.0
急急急!真图实.价!院600平 龙城中八区独栋 出售,550.0,龙城花园中八区,2300.0,41818.0
南北通透两居室 近地铁 无遮挡,93.51,云趣园二区,320.0,34220.0
新上两居户型方正满五看房方便,79.11,领秀慧谷,259.0,32739.0
"可聊价(店长力荐,两居两卫)出小区地铁、商场都有",98.11,龙回苑,349.0,35572.0
昌平 精装修双层复式结构 落地大飘窗 封闭小区 人车分流,47.0,尚城,128.0,27234.0
"龙锦苑东二区,次顶层,满五,有钥匙。不临街不把边",124.46,龙锦苑东二区,370.0,29728.0
龙城花园 上叠拼 南北 大面宽 全明格局 满五年,217.57,龙城花园二期,899.0,41320.0
"回龙观·和谐家园南北两居室,双落地阳台,带北平台,看房预约",99.13,和谐家园一区,340.0,34298.0
"朱辛庄 · 领秀慧谷D区,眼镜户型,三面朝南,有储藏间不临街",108.15,领秀慧谷,584.0,53999.0
尚城 33平2居 东北向精装修 拎包入住,33.0,尚城,95.0,28787.0
南北通透三居 户型方正 没有面积浪费 采光视野好,114.84,龙锦苑四区,399.0,34743.0
龙城租售专家!真图实.价!龙邸7号楼 下叠拼 60平 出售,239.0,龙城花园五期,920.0,38493.0
回龙观龙城花园 精装上叠 满套,217.76,龙城花园一期,728.0,33431.0
回龙观 新龙城 全明大三居 电梯房 落地窗 近龙泽地铁站,126.32,新龙城,450.0,35623.0
"咨询秒回, 北五环回龙观地铁500米 百米楼间距 精装交房",131.0,奥森春晓,700.0,53435.0
昌平回龙观朱辛庄地铁TBD住总万科天地紧邻地铁,88.66,TBD万科天地住宅,407.0,45905.0
回龙观·和谐家园一区·3室·1厅,118.35,和谐家园一区,398.0,33629.0
商品房 满五 采光好 安静不临街 只有契税,97.2,骊龙园,315.0,32407.0
尚城 68平2居 南东向简装修 安静不临街,68.0,尚城,150.0,22058.0
龙城租售专家! S区下叠拼 花园180平 采光好 一层有卧室,207.0,龙城花园,1000.0,48309.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",86.76,领秀慧谷C区,496.0,57169.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",85.48,云趣园一区,310.0,36265.0
复式格局 双层挑空 视野好光线足 空间大,82.51,流星花园二区,316.0,38298.0
回龙观·龙跃苑东二区·3室·2厅,124.47,龙跃苑东二区,456.0,36635.0
急急急!真图实.价!龙城S区上叠拼 精装修 随时签约,217.0,龙城花园,750.0,34562.0
"急急!真图实价!园墅下叠拼.一层带卧室,南花园60平.",242.0,园墅,1050.0,43388.0
尚城 40平2居 南东向精装修 随时签约,40.0,尚城,120.0,30000.0
昌平(回龙观) 田园风光雅苑,124.88,田园风光雅苑,360.0,28827.0
回龙观·首开国风美唐二期·2室·1厅,80.99,首开国风美唐,388.0,47907.0
龙回 南北大两居 商品房 近地铁 近盒马 采光好,91.82,龙回苑,345.0,37573.0
急急急!真图实.价!花园600平!龙城中三区 独栋 位置好!,273.0,龙城花园中三区,1900.0,69597.0
急急急!园墅双拼别墅!花园150平!位置好!靠谱出售,360.0,园墅,1580.0,43888.0
回龙观超极合生汇旁 尚城复式房 个人可买,33.0,尚城,90.0,27272.0
急急急!龙城W区单号3层!大平层! 位置一般 价格可议,191.0,龙城花园W区,680.0,35602.0
次新房 户型好 南北通透两居两卫 满五 看房 有钥匙,92.22,矩阵三期,345.0,37410.0
急急急!龙城租售专家!龙城S区上叠拼 带阁.楼70平,217.0,龙城花园,750.0,34562.0
急急急!真图实.价!龙城花园S区上叠拼 实用面积250平,216.0,龙城花园S区,750.0,34722.0
龙跃苑一区 小区中间位置 商 视野无遮挡,141.64,龙跃苑一区,430.0,30358.0
急急急!真图实.价!华远静林湾5号楼 边户联排花园180平,279.0,华远静林湾,1400.0,50179.0
回龙观 · 龙城花园北二区 · 1室 · 1厅,46.19,龙城花园北二区,178.0,38536.0
急急急!真图实.价!华远静林湾 东边户联排 靠谱出售,276.0,华远静林湾,1400.0,50724.0
回龙观·流星花园三区·2室·1厅,101.17,流星花园三区,421.0,41613.0
"急急急!园墅上叠拼。精装修,基本拎包入住",166.0,园墅,820.0,49397.0
龙回苑 低总价 采光好 配套齐全 价格可聊 8号线300米,78.02,龙回苑,249.0,31914.0
欢迎浏览 龙腾苑五区 三居两卫 户型好 采光俱佳 随时看,131.22,龙腾苑五区,455.0,34674.0
急急急!真图实.价!龙城W区4层 70平阁.楼,191.0,龙城花园W区,680.0,35602.0
急急急!真图实.价!500万精装 花园300平 大独栋 靠谱,379.0,龙城花园一期,2000.0,52770.0
龙城租售专家!龙城五期龙邸下叠拼!花园60平.一层带老人房,287.0,龙邸,969.0,33763.0
朱辛庄·领秀慧谷B区·3室·1厅,89.25,领秀慧谷,380.0,42577.0
"龙锦苑东四区,3层南北两居室,满五",101.73,龙锦苑东四区,335.0,32930.0
"龙泽新龙城R2户型大两居,自主精装修",101.29,新龙城,405.0,39984.0
回龙观 龙锦苑东五区 三层大两居,99.68,龙锦苑东五区,339.0,34008.0
龙城W区双号楼!! 三层!精装修可拎包入住!,191.0,龙城花园W区,700.0,36649.0
"云趣园一区四居大平层,通透户型,近地铁,正规四居",139.08,云趣园一区,428.0,30773.0
霍营·龙锦苑东五区·3室·1厅,124.8,龙锦苑东五区,350.0,28044.0
回龙观复式楼 有本 购买资质简单 透明交易随时看房过户,48.0,尚城,150.0,31250.0
"和谐二区中间楼层,三居两卫,南北通透,仅契税",124.15,和谐家园二区,465.0,37454.0
急急急!真图实.价!院400平!龙城中七区!独栋别墅,309.0,龙城花园中七区,2000.0,64724.0
急急急!真图实.价!院260平!龙城w区 一层 新装修,192.0,龙城花园一期,1000.0,52083.0
低 贰拍 370万 回龙观 龙腾苑三区 142平三居 可贷款,142.02,龙腾苑三区,370.0,26052.0
"农学院家属楼,正规70年住宅产权,小区停车位充足免费,安静",88.58,北京农学院家属院,315.0,35561.0
昌平回龙观地铁电梯 流星花园三区 南北4室2厅中装修,164.01,流星花园三区,680.0,41460.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.0,公园悦府,579.0,67325.0
8号线朱辛庄 工程款房 单价5万 带下跃 带车位 随时看,118.0,龙湖云璟,750.0,63559.0
昌平 (回龙观) 龙锦苑四区 (二层),114.88,龙锦苑四区,335.0,29160.0
"小区中间位置,商品房满五年,中间层户型方正",103.34,云趣园一区,398.0,38513.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",153.02,公园悦府,1110.0,72539.0
回龙观 · 东村家园 南北通透 主卧客厅朝· 3室 · 1厅,107.45,东村家园,495.0,46067.0
园墅联排边户 精装 挑空客厅 临昌平线 双高速,276.47,园墅,1580.0,57149.0
"龙锦苑东二区,次顶层三居两卫,商品房,有钥匙",124.67,龙锦苑东二区,366.0,29357.0
精装修现房 两居室 地铁口50米 北侧500米万达广场,40.0,TBD万科天地,136.0,34000.0
回龙观5.4米挑高复式结构 上下92平 带气可个人买 随时看,42.0,尚城,136.0,32380.0
急急急!真图实.价!花园600平!龙城中三区 独栋 位置好!,274.0,龙城花园中三区,1900.0,69343.0
昌平 (回龙观) 流星花园三区,110.91,流星花园三区,387.0,34893.0
回龙观·龙博苑一区·3室·1厅,102.01,龙博苑一区,370.0,36270.0
楼层 精装修 满五 业主诚心卖,104.66,云趣园二区,440.0,42040.0
急急急!真图实.价!院600平 龙城中八区独栋 出售,554.0,龙城花园中八区,2300.0,41516.0
急急急!真图实.价!院260平!龙城w区 一层 新装修,190.0,龙城花园,1000.0,52631.0
回龙观 小户型带燃气复式结构 上下两层使用面积 低总价,33.0,尚城,99.0,30000.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",127.47,龙回苑,479.0,37577.0
龙腾苑二区 中间层两居 精装修 商品房 随时看房 业主诚心,91.59,龙腾苑二区,410.0,44764.0
龙回 南北大两居 商品房 近地铁 近盒马 采光好,91.82,龙回苑,345.0,37573.0
尚城 68平3居 南东向精装修 视野无遮挡,68.0,尚城,160.0,23529.0
龙腾苑二区经典三居室 业主急售 单价低中楼层采光好 税少,131.63,龙腾苑二区,399.0,30312.0
云趣园 南北通透两居 采光好 有钥匙 随时看房,93.62,云趣园一区,312.0,33326.0
劲爆!海淀北新开盘 越秀-星耀未来 洋房单价5.5万现场排卡,92.0,越秀·星樾,500.0,54347.0
急急急!真图实.价!园墅3加4上叠拼 精装修 靠谱出售,208.0,园墅,850.0,40865.0
尚城 40平2居 东北向精装修 安静不临街,40.0,尚城,125.0,31250.0
回龙观·龙博苑二区·2室·1厅,80.11,龙博苑二区,298.0,37198.0
实拍!珠江摩尔、领秀慧谷、超极合生汇旁尚城复式,68.0,尚城,170.0,25000.0
尚城 70平3居 西北向精装修 拎包入住,70.0,尚城,160.0,22857.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,211.0,龙城花园N区,980.0,46445.0
"经典6+7复式,靠谱签约,诚心出售",168.73,云趣园一区,465.0,27558.0
回龙观 龙博苑 南北通透 三居室 中间楼层 采光充足,86.78,龙博苑二区,365.0,42060.0
回龙观·首开国风美唐二期·1室·1厅,60.49,首开国风美唐,296.0,48933.0
云趣园一区 ·南北两居 采光视野好 看房方便,104.94,云趣园一区,420.0,40022.0
朱辛庄地铁站 越秀 年前买 年底住精装修交付,79.0,越秀·星樾,490.0,62025.0
"买房0服务费,卖方0.5,没有其他任何费用主打实惠",85.48,云趣园一区,310.0,36265.0
龙跃苑二区 次顶层两居室 不临街 南北通透户型 业主急售,98.88,龙跃苑二区,328.0,33171.0
朱辛庄 新房 低密度洋房 93% 落地窗阳台,92.0,越秀·星樾,495.0,53804.0
近地铁·中间位置 采光好·业主诚意出售 户型方正,105.83,云趣园一区,330.0,31182.0
商圈主推 近期必卖 商五 不临街不把边,131.77,云趣园一区,365.0,27699.0
回龙观·龙跃苑东二区·3室·1厅,101.98,龙跃苑东二区,308.0,30202.0
南北通透三居 低楼层 不临街不把边 近公园 有钥匙,120.21,龙锦苑四区,420.0,34938.0
阳光斯坦福!次顶层!南北通透两居室!诚意出售!看房便利,84.04,流星花园二区,325.0,38672.0
"云趣园一区四居大平层,通透户型,近地铁,正规四居",139.08,云趣园一区,428.0,30773.0
回龙观·龙城花园北二区·2室·1厅,63.04,龙城花园北二区,239.0,37912.0
"急急急!园墅上叠拼。精装修,基本拎包入住",167.0,园墅,820.0,49101.0
三居室!好楼层!好格局!好装修!南北通透!诚意出售!,115.36,云趣园三区,372.0,32246.0
急急急!真图实.价!龙城W区4层 70平阁.楼,191.0,龙城花园W区,680.0,35602.0
复式格局 双层挑空 视野好光线足 空间大,82.51,流星花园二区,316.0,38298.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,211.0,龙城花园N区,980.0,46445.0
龙回苑大两居室 着急出 满五 近盒马 价格好谈,93.83,龙回苑,290.0,30906.0
回龙观·和谐家园一区·3室·1厅,118.35,和谐家园一区,398.0,33629.0
吉晟联排好位置 主力户型 省去装修费 找我有优惠同看金禧璞瑅,251.61,吉晟别墅,985.0,39147.0
海淀北朱辛庄最后的新房 错过就错过了 中海开发 全屋智能管理,105.0,中海寰宇未来,650.0,61904.0
回龙观·流星花园三区·2室·2厅,101.35,流星花园三区,468.0,46176.0
急急急!真图实.价!静林湾 中间联排 仅契税 靠谱出售,242.0,华远静林湾,1180.0,48760.0
8号线旁 2居 双阳台 前后落地扇 只有契税 可聊,88.58,田园风光,327.0,36915.0
回龙观业主急售两居 低于市场价50万 近8号线100米,82.0,TBD万科天地住宅,325.0,39634.0
实拍!回龙观复式房 南向带电梯 有天然气 个人买,68.0,尚城,190.0,27941.0
急急急!真图实.价!院150平!园墅边户联排!精装!随时看房,252.0,园墅,1200.0,47619.0
商品房 满五 采光好 安静不临街 只有契税,97.2,骊龙园,315.0,32407.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.0,公园悦府,579.0,67325.0
回龙观 新龙城 南北全明大三居 次顶层 落地窗 近龙泽站,126.32,新龙城,489.0,38711.0
"北京二手房买卖,服务费0.6%一单,买卖双方分摊",101.3,龙跃苑东二区,442.0,43632.0
"朱辛庄 花园洋房社区 领秀慧谷C区南北双通透的两居,精装修",88.76,领秀慧谷,459.0,51712.0
回龙观·流星花园三区小区中间南北通透三居室,136.19,流星花园三区,535.0,39283.0
"小区二手房买卖,业主承担服务费0.6%,买方无任何费用",81.34,公园悦府,470.0,57782.0
"朱辛庄·双地铁2024年6月次新房,万达50米全南两居仅契税",84.89,小沙河华府,370.0,43585.0
尚城 70平3居 西北向精装修 安静不临街,70.0,尚城,148.0,21142.0
"双地铁昌平线8号线朱辛庄,央企中海开发。通勤海淀,西三旗上地",145.0,中海寰宇未来,888.0,61241.0
昌平(回龙观) 田园风光雅苑,124.88,田园风光雅苑,360.0,28827.0
出售朱辛庄万科精装修两居室随时看房欢迎电话咨询,40.0,TBD万科天地,120.0,30000.0
阳光斯坦福!次顶层!南北通透两居室!诚意出售!看房便利,84.04,流星花园二区,325.0,38672.0
龙城租售专家!龙城五期龙邸下叠拼!花园60平.一层带老人房,288.0,龙邸,975.0,33854.0
回龙观龙城花园龙邸电梯入户大挑空客厅视野宽阔采光好,261.62,龙城花园,1130.0,43192.0
龙城租售专家!龙城N区下叠拼!花园100平!家电全,207.0,龙城花园N区,960.0,46376.0
"龙城租售专家!W区大平层,二层双号位置,精装",191.0,龙城花园W区,750.0,39267.0
尚城 68平3居 南东向精装修 安静不临街,68.0,尚城,148.0,21764.0
急急急!真图实.价!龙城s区 院150平 下叠拼 出售,201.0,龙城花园S区,1000.0,49751.0
回龙观·龙城花园S区·6室·2厅,208.1,龙城花园二期,1088.0,52282.0
回龙观 · 东村家园 南北通透 主卧客厅朝· 3室 · 1厅,107.45,东村家园,495.0,46067.0
新上 (8号线旁、4层)位置好 近商场 已转商品房,119.42,龙回苑,435.0,36426.0
正南 龙城花园中四区 7室4厅,376.67,龙城花园二期,3600.0,95574.0
"朱辛庄·领秀慧谷2016年次新电梯房,南北两居双卫,视野开阔",89.03,领秀慧谷,489.0,54925.0
回龙观·龙城花园N区·4室·2厅,208.1,龙城花园二期,1150.0,55261.0
北五环 商用房 有R气 5.49米挑高 大三居 个人可买,68.0,尚城,155.0,22794.0
"急急!真图实价!园墅下叠拼.一层带卧室,南花园60平.",242.0,园墅,1050.0,43388.0
急急急!真图实.价!500万精装 花园300平 大独栋 靠谱,379.0,龙城花园一期,2000.0,52770.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.29,公园悦府,605.0,70112.0
"次新楼盘,双轨交汇楼下地铁,南北通透三居室,配套齐全",91.33,首开国风美唐,530.0,58031.0
流星花园三区!精装修 小两居 落地窗 楼间距大 无遮挡,47.22,流星花园三区,195.0,41296.0
实拍!回龙观尚城复式两居 知识产权局、小米写字楼旁,48.0,尚城,125.0,26041.0
急急急!真图实.价!龙邸五期 电梯入户 4+5+6上叠拼出售,239.0,龙邸,950.0,39748.0
龙城花园二期7室4厅,376.67,龙城花园二期,3600.0,95574.0
精装修现房 两居室 地铁口50米 北侧500米万达广场,40.0,TBD万科天地,136.0,34000.0
尚城 70平3居 南东向精装修 随时签约,70.0,尚城,160.0,22857.0
"回龙观·龙跃苑三区·2室·1厅小区中间位置,采光充足",102.0,龙跃苑三区,299.0,29313.0
龙城租售专家!真图实价!龙城w区一层 200平,191.0,龙城花园W区,900.0,47120.0
"回龙观·龙跃苑三区·商品房满五年,有钥匙,近地铁霍营站",119.23,龙跃苑三区,389.0,32626.0
昌平(回龙观) 田园风光雅苑,124.88,田园风光雅苑,360.0,28827.0
急急急!真图实.价!华远静林湾5号楼 边户联排花园180平,279.0,华远静林湾,1400.0,50179.0
朱辛庄地铁站 越秀 年前买 年底住精装修交付,79.0,越秀·星樾,490.0,62025.0
霍营·龙锦苑东二区·2室·1厅,101.35,龙锦苑东二区,265.0,26147.0
昌平朱辛庄小沙河华府 全南向 高楼层两居 诚心出售,85.77,小沙河华府,365.0,42555.0
次新房 户型好 南北通透两居两卫 满五 看房 有钥匙,92.22,矩阵三期,345.0,37410.0
"朱辛庄 · 领秀慧谷D区,眼镜户型,三面朝南,有储藏间不临街",108.15,领秀慧谷,584.0,53999.0
尚城 48平2居 南东向精装修 拎包入住,48.0,尚城,120.0,25000.0
商满五 南北通透 三室一厅 户型方正 自住精装,124.4,龙跃苑四区,399.0,32073.0
海淀北 复式小户型 低于原始购房价 急售 有房本随时过户,42.0,TBD万科天地,115.0,27380.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",71.86,新龙城,381.0,53019.0
急急急!真图实.价!龙城N区 院200平 下叠拼 出售,211.0,龙城花园N区,980.0,46445.0
急急急!真图实.价!院150平!园墅边户联排!精装!随时看房,253.0,园墅,1200.0,47430.0
回龙观·首开国风美唐三期·3室·1厅,127.64,首开国风美唐,855.0,66985.0
回龙观·流星花园三区·2室·1厅,86.88,流星花园三区,426.0,49033.0
店长主推!美唐朗观 自住精装 电梯 不临街 集中供暖 地铁旁,84.11,首开国风美唐,450.0,53501.0
精装修现房 两居室 地铁口50米 北侧500米万达广场,40.0,TBD万科天地,136.0,34000.0
急!真图实价!华远静林湾 带电梯 联排别墅 靠谱出售,253.0,华远静林湾,1200.0,47430.0
"南北通透大两居,精装修",95.11,云趣园一区,320.0,33645.0
"海淀北,地铁8号线朱辛庄 未来科学城央企开发,精装3至4居室",98.0,中海寰宇未来,622.0,63469.0
实拍!回龙观复式两居 超极合生汇、知识产权局、领秀慧谷旁,48.0,尚城,122.0,25416.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.0,公园悦府,579.0,67325.0
朱辛庄地铁洋房 回龙观精装南北两居 越秀星樾中层498万,79.0,越秀·星樾,498.0,63037.0
回龙观电梯别墅 龙邸 南北向大平层,234.55,龙城花园,1270.0,54146.0
"买房不收买家服务费,卖家收取0.5%,可随时联系北京房子都做",86.29,公园悦府,590.0,68374.0
龙城花园二期7室4厅,376.67,龙城花园二期,3600.0,95574.0
领秀慧谷D2区急售三居看房有钥匙,91.33,领秀慧谷,510.0,55841.0
实拍!回龙观尚城复式两居 个人可买 珠江摩尔旁,48.0,尚城,130.0,27083.0
