名称,面积(㎡),月租金(元)
整租·霍营·慧龙居·2室,84.0,5750
整租·紫金新干线 3室1厅 南/北,131.0,7500
整租·霍营·紫金新干线四期·2室,73.0,5200
整租·华龙苑北里 2室1厅 东南/北,86.0,5800
整租·霍营·紫金新干线四期·2室,73.0,5200
整租·霍营·霍营小区·2室,62.0,4700
整租·新康园 2室1厅 东/西,99.0,6500
合租·霍营·慧龙居·3室·房间A,20.0,2350
整租·华龙苑中里 2室1厅 东南/南/北,95.0,5565
整租·华龙苑中里 1室1厅 南,45.0,4600
合租·霍营·紫金新干线四期·3室·房间B,12.0,1750
整租·华龙苑南里 2室1厅 南/北,87.0,5800
整租·紫金新干线 3室1厅 南/北,133.0,7900
合租·霍营·天鑫家园·3室·房间A,24.0,3000
整租·霍营·华龙苑中里·4室,157.0,10000
整租·霍营·华龙苑南里·2室,87.0,5700
整租·北郊医院家属楼 3室1厅 南/北,93.0,5220
整租·华龙苑中里 1室0厅 北,40.0,4300
整租·天鑫家园2室1厅,85.0,5000
整租·黄平路8号院 2室1厅 南/北,60.0,5100
合租·西三旗·新康园·4室·房间A,40.0,3400
整租·紫金新干线 2室1厅 南/北,89.0,6500
整租·华龙苑北里 1室0厅 北,41.0,4300
整租·华龙苑南里 2室1厅 南,60.0,4800
整租·霍营·华龙苑南里·2室,61.0,5000
整租·紫金新干线2室1厅,89.0,6500
整租·霍营·华龙苑南里·1室,50.0,4700
整租·紫金新干线 3室1厅 南/北,131.0,7500
整租·霍营·紫金新干线二区·3室,89.0,6100
整租·霍营·华龙苑中里·2室,53.0,5200
整租·新康园 2室1厅 东/西,99.0,6500
合租·霍营·紫金新干线·4室·房间A,28.0,2940
整租·黄平路8号院 2室1厅 南/北,57.0,5200
整租·蓝天园 2室1厅 南/北,78.0,6000
整租·华龙苑南里 2室1厅 南/北,71.0,4800
合租·霍营·华龙苑中里·3室·房间A,14.0,2350
合租·霍营·华龙苑中里·4室·房间A,26.0,2900
整租·华龙苑南里 2室1厅 南,60.0,5000
整租·霍营·华龙苑中里·2室,59.0,4900
合租·霍营·霍营小区·3室,13.0,1650
整租·西三旗·新康园·3室,102.0,7200
整租·天鑫家园 1室1厅 南/北,59.0,4500
整租·霍营·霍营小区·2室,55.0,3800
整租·慧龙居 3室1厅 南/北,126.0,6000
整租·天鑫家园 4室1厅 南/北,112.0,8200
合租·西三旗·新康园·3室·房间A,14.0,2300
整租·紫金新干线2室1厅,79.0,5500
整租·华龙苑北里 2室1厅 西南,64.0,5350
整租·紫金新干线 2室1厅 南/北,89.0,6200
整租·黄平路8号院 2室1厅 南/北,60.0,4200
整租·天鑫家园 1室1厅 南,52.0,4600
合租·霍营·华龙苑南里·5室·房间E,10.0,1400
整租·天鑫家园 1室1厅 北,59.0,4500
整租·霍营·华龙苑北里·5室,165.0,12000
整租·霍营·紫金新干线·2室,103.0,6300
整租·华龙苑南里 1室1厅 南/北,56.0,4500
整租·霍营·紫金新干线·3室,132.0,7800
合租·霍营·天鑫家园·3室·房间A,25.0,3350
整租·霍营·霍营小区·2室,62.0,4900
整租·西三旗·新康园·2室,87.0,6400
整租·蓝天园 2室1厅 北,63.0,5100
整租·天鑫家园 1室0厅 北,42.0,3800
整租·霍营·紫金新干线四期·2室,75.0,5000
合租·霍营·霍营小区·3室,18.0,1950
整租·天鑫家园 2室1厅 南/北,87.0,5300
整租·华龙苑南里3室1厅,105.0,6300
合租·霍营·华龙苑北里·6室·房间E,15.0,2000
整租·紫金新干线 2室1厅 南/北,89.0,5600
整租·霍营·华龙苑中里·2室,55.0,4600
整租·慧龙居 3室2厅 南/北,125.0,7200
整租·西三旗·新康园·2室,87.0,6200
整租·新康园 2室1厅 南,101.0,7380
合租·西三旗·新康园·4室·房间C,18.0,2150
整租·华龙苑南里 3室1厅 南/北,105.0,6000
整租·华龙苑南里1室1厅,35.0,4200
整租·西三旗·新康园·1室,18.0,1800
整租·华龙苑南里 2室1厅 南/北,71.0,5100
整租·西三旗·新康园·1室,67.0,4800
整租·王府街18号院2室1厅,90.0,3800
整租·霍家营 2室1厅 南/北,70.0,4500
合租·霍营·华龙苑南里·3室,18.0,2400
整租·华龙苑南里 1室0厅 南,35.0,4500
整租·华龙苑南里3室1厅,105.0,6300
合租·霍营·霍营小区·3室·房间C,6.0,1800
整租·华龙苑南里 2室1厅 南/北,75.0,4900
整租·紫金新干线 2室1厅 南/北,89.0,6500
整租·紫金新干线二期 2室1厅 南,93.0,6690
整租·华龙苑中里 2室1厅 南,59.0,5519
整租·霍营·霍营小区·2室,59.0,4000
整租·紫金新干线二期 2室1厅 南/北,90.0,6100
整租·华龙苑中里2室1厅,45.0,5560
整租·西三旗·新康园·2室,99.0,6000
整租·华龙苑南里 2室1厅 南/北,75.0,5600
整租·霍营·华龙苑南里·3室,105.0,6500
整租·华龙苑北里 1室0厅 北,41.0,4470
整租·新康园 2室1厅 北,92.0,6000
整租·华龙苑中里 2室1厅 南/北,61.0,5300
整租·天鑫家园2室2厅,105.0,5775
整租·华龙苑北里 5室1厅 南/北,155.0,12000
合租·霍营·紫金新干线·3室·房间A,30.0,2700
整租·华龙苑中里 2室1厅 南/北,59.0,4600
整租·华龙苑北里 2室1厅 南/北,90.0,6000
