名称,面积(㎡),小区,总价(万),单价(元/㎡)
紫金新干线二期 2室1厅 南,83.02,紫金新干线,478.0,57577.0
华龙苑南里 2室1厅 南 北,71.99,华龙苑南里,272.0,37784.0
诚意出售华龙苑南里自住精装修低楼层三居室,85.51,华龙苑南里,380.0,44440.0
"西三旗·新康园·东向一居室,装修保养好,业主诚意出售",73.72,新康园,345.0,46799.0
"华龙苑中里,通透格局,通风效果好,低楼层,出行方便",61.19,华龙苑中里,230.0,37588.0
"3+4层上叠别墅,有私家电梯,可直达车位,不临街",219.63,北京城建龙樾华府,1280.0,58280.0
华龙苑南里 2室1厅 南 北,70.21,华龙苑南里,320.0,45578.0
"新康园电梯南向三居,中间楼层,靠谱出售",150.21,新康园,660.0,43939.0
华龙苑南里 1室0厅 南,35.47,华龙苑南里,158.0,44545.0
华龙苑中里 2室1厅 南 北,60.72,华龙苑中里,278.0,45784.0
霍营·紫金新干线二区·2室·1厅,87.99,紫金新干线,498.0,56597.0
华龙苑南里 1室1厅 北 南,50.3,华龙苑南里,200.0,39762.0
"新康园电梯两居,西南朝向,诚心出售",101.82,新康园,465.0,45669.0
紫金新干线 2室1厅 南 北,106.11,紫金新干线,520.0,49006.0
中间楼层 南北通透 下楼就是地铁站,89.86,紫金新干线,505.0,56199.0
紫金新干线四区 2室1厅 南,73.4,紫金新干线,280.0,38148.0
紫金新干线 电梯三居室 不临街 高楼层 视野好,127.54,紫金新干线,711.0,55747.0
紫金新干线四区,71.62,紫金新干线,275.0,38398.0
新康园 1室1厅 北,67.2,新康园,270.0,40179.0
华龙苑北里 4室2厅 南 北,164.73,华龙苑北里,598.0,36302.0
霍营商圈 华龙苑中里 南北通透两居室,60.72,华龙苑中里,269.0,44302.0
华龙苑中里 3室1厅 南 北,86.78,华龙苑中里,350.0,40332.0
华龙苑中里 2室2厅 南 北,76.2,华龙苑中里,280.0,36746.0
"天鑫家园,03年,一居,地铁,商品房,公园房",44.87,天鑫家园一期,199.8,44529.0
霍营·霍营小区·2室·1厅南北通透,59.6,霍营住宅小区,218.0,36577.0
"200万装修下叠,私家电梯,次新,业主自住留了钥匙",245.61,北京城建龙樾华府,1550.0,63108.0
霍营 · 华龙苑南里 · 3室 · 1厅,105.28,华龙苑南里,390.0,37044.0
"霍营·华龙苑南里·3室·1厅,三个卧室朝南户型",102.53,华龙苑南里,415.0,40476.0
霍营 · 紫金新干线二区 · 2015次新 B20户型,92.9,紫金新干线,580.0,62433.0
北京城建·龙樾华府 4室3厅 南 北,215.21,北京城建龙樾华府,1180.0,54831.0
电梯房两居室、临30万平霍营公园、15年电梯房,90.75,紫金新干线,430.0,47383.0
枫丹2号 2室1厅 西,64.01,枫丹2号,135.0,21091.0
紫金新干线二期 2室1厅 南 北,89.23,紫金新干线,419.0,46958.0
2018次新 紫金四区 大两居室 近地铁13A 近商业,94.34,紫金新干线,340.0,36040.0
"2016年,新干线二期电梯两居",82.34,紫金新干线,430.0,52223.0
北京城建·龙樾华府 4室3厅 南 北,246.05,北京城建龙樾华府,1400.0,56900.0
王府街18号院 3室1厅 南 北,120.54,王府街18号院,199.0,16510.0
紫金新干线 2室1厅 南 北,106.11,紫金新干线,520.0,49006.0
回龙观 霍营 华龙苑南里 中间楼层两居室,60.7,华龙苑南里,240.0,39539.0
黄平路8号院地铁8号线往北南北两居室,60.89,黄平路8号院,242.0,39744.0
霍营·华龙苑中里·2室·1厅,60.72,华龙苑中里,182.0,29974.0
新康园 1室1厅 北,67.2,新康园,249.0,37054.0
枫丹2号 2室1厅 西,64.01,枫丹2号,128.0,19997.0
回龙观 紫金新干线二期 南向两居 带电梯 满五唯一,83.02,紫金新干线,409.0,49266.0
首付90万-华龙苑小区-全明格局三居室-只有契税,75.76,华龙苑中里,300.0,39599.0
华龙苑北里电梯复式,164.8,华龙苑北里,600.0,36408.0
农垦学院家属楼 2室1厅 南 北,54.43,农垦学院家属楼,270.0,49605.0
紫金新干线 3室2厅 南 北,135.75,紫金新干线,758.0,55838.0
华龙苑中里 2室2厅 南 北,76.2,华龙苑中里,280.0,36746.0
霍营·华龙苑南里·1室·1厅,53.25,华龙苑南里,235.0,44131.0
新康园 3室1厅 东南 南,167.31,新康园,680.0,40644.0
天鑫家园 2室1厅 东南,78.48,天鑫家园一期,248.0,31601.0
霍营 · 紫金新干线二区 ·B20户型 全明格局,93.5,紫金新干线,569.0,60856.0
霍营·华龙苑北里·5室·2厅,226.74,华龙苑北里,700.0,30872.0
华龙苑北里 电梯房 中间层 南北通透3居,119.03,华龙苑北里,480.0,40326.0
"新康园大复式,适合一大家人居住",303.83,新康园,998.0,32848.0
"眼镜户型,中间层,小区中间,满五唯一,业主诚心售卖",137.01,天鑫家园一期,510.0,37224.0
新康园 1室1厅 北,67.19,新康园,430.0,63998.0
华龙苑中里+2居室+近地铁(8号线和13号线),59.55,华龙苑中里,224.0,37616.0
华龙苑南里 1室0厅 南,35.47,华龙苑南里,158.0,44545.0
电梯房次顶层、临30万平霍营公园、15年电梯房。,86.28,紫金新干线,415.0,48100.0
回龙观 霍营 紫金新干线四期 两居室 中间层 近地铁,71.04,紫金新干线,299.0,42089.0
霍营 · 紫金新干线四期 · 2室 · 1厅,72.01,紫金新干线,398.0,55270.0
华龙苑北里 7室1厅 南 北,211.62,华龙苑北里,748.0,35347.0
新康园 3室2厅 北,91.19,新康园,435.0,47703.0
华龙苑北里 2室1厅 东北,79.59,华龙苑北里,258.0,32417.0
北京城建·龙樾华府 4室3厅 南 北,215.21,北京城建龙樾华府,1150.0,53437.0
霍营·紫金新干线四期·2室·1厅,73.85,紫金新干线,320.0,43331.0
"华龙苑南北两居室,中间层,精装修",56.36,华龙苑中里,219.0,38858.0
华龙苑北里 4室3厅 南 北,181.95,华龙苑北里,698.0,38363.0
蓝天园 2室1厅 南 北,63.56,蓝天园,246.0,38704.0
紫金新干线四区,70.53,紫金新干线,275.0,38991.0
紫金新干线二期 1室1厅 南,46.92,紫金新干线,285.0,60742.0
霍营小区 2室1厅 南 北,59.31,霍营住宅小区,238.0,40129.0
枫丹2号 1室1厅 南,42.83,枫丹2号,90.0,21014.0
新康园 2室1厅 西南,101.39,新康园,446.0,43989.0
"新康园南向房,满五年唯一,带电梯采光好",74.12,新康园,350.0,47221.0
新康园 1室1厅 东南,73.72,新康园,299.0,40559.0
霍营小区 3室1厅 南 北,68.15,霍营住宅小区,279.0,40940.0
新康园 3室2厅 西南,167.06,新康园,680.0,40704.0
西三旗 · 新康园 · 2室 · 1厅,136.83,新康园,500.0,36542.0
"新康园满五唯一两居,电梯中间楼层",87.38,新康园,530.0,60655.0
华龙苑南里 2室1厅 南,68.97,华龙苑南里,270.0,39148.0
"电梯次顶层,精装两居,一梯两户",89.89,紫金新干线,462.0,51397.0
紫金新干线四区 2室1厅 西 南,94.34,紫金新干线,280.0,29680.0
华龙苑中里 2室1厅 南 北,87.17,华龙苑中里,310.0,35563.0
霍营站8+13号线!南向正规一居室!采光好!配套齐全,56.22,SOCO公社,130.0,23123.0
"东临碣石,以观仓海 视野开阔 采光好 满五唯一",91.19,新康园,436.0,47813.0
霍营 天鑫家园 精装修三居室 南北通透 近地铁 诚心出售,97.65,天鑫家园一期,320.0,32770.0
天鑫家园 3室2厅 东 西,97.5,天鑫家园一期,288.0,29539.0
【聚焦】霍营小区 2室1厅 南北通透 婚房精装修,66.18,霍营住宅小区,283.0,42763.0
"新康园小区,西南朝向,精装大两居,看房方便",109.46,新康园,500.0,45679.0
华龙苑南里 1室1厅 南 北,50.3,华龙苑南里,205.0,40756.0
紫金新干线 2室1厅 南 北 西,89.32,紫金新干线,370.0,41425.0
北京城建·龙樾华府 4室2厅 南 北,214.65,北京城建龙樾华府,1370.0,63825.0
蓝天园 两居室 中间层 明厨明卫,78.38,蓝天园,313.0,39934.0
霍营·霍营小区·2室·1厅满五唯一,60.27,霍营住宅小区,198.0,32852.0
新康园 1室1厅 北,67.2,新康园,249.0,37054.0
华龙苑南里 3室1厅 南 北,102.64,华龙苑南里,450.0,43843.0
"新康园满五唯一两居,电梯中间楼层",87.38,新康园,530.0,60655.0
电梯房次顶层、临30万平霍营公园、15年电梯房。,86.28,紫金新干线,415.0,48100.0
华龙苑中里 3室1厅 南 北,71.56,华龙苑中里,300.0,41923.0
霍营·霍营小区·2室·1厅满五唯一,60.27,霍营住宅小区,198.0,32852.0
"新康园板楼三居,满五年唯一商品房,采光好",95.28,新康园,475.0,49854.0
华龙苑北里电梯复式,164.8,华龙苑北里,600.0,36408.0
黄平路8号院 2室1厅 南 北,68.57,黄平路8号院,270.0,39376.0
天鑫家园 1室1厅 南 北,65.06,天鑫家园一期,192.0,29512.0
西三旗·新康园·1室·1厅,69.32,新康园,280.0,40392.0
华龙苑南里 3室1厅 南 北,105.28,华龙苑南里,269.0,25551.0
华龙苑南里 2室1厅 南,68.97,华龙苑南里,270.0,39148.0
华龙苑北里 电梯 两居室 南北通透,97.22,华龙苑北里,425.0,43715.0
回龙观 紫金新干线二期 南向两居 带电梯 满五唯一,83.02,紫金新干线,409.0,49266.0
霍营 · 紫金新干线四期 · 2室 · 1厅,70.6,紫金新干线,266.0,37677.0
华龙苑北里 电梯房 中间层 南北通透3居,119.03,华龙苑北里,480.0,40326.0
农垦学院家属楼 南北通透 中间层 格局方正,85.62,农垦学院家属楼,390.0,45551.0
紫金新干线二期 3室2厅 南 北,134.19,紫金新干线,699.0,52091.0
霍营·天鑫家园·1室·1厅 近地铁 户型好 低楼层,65.06,天鑫家园一期,205.0,31509.0
霍营·电梯商品房 两居两卫 户型好,95.92,华龙苑北里,450.0,46914.0
蓝天园 2室1厅 南 北,63.56,蓝天园,246.0,38704.0
"华龙苑中里南北通透,户型格局方正,中间位置,低楼层",59.98,华龙苑中里,240.0,40014.0
"华龙苑中里,通透格局,通风效果好,低楼层,出行方便",61.19,华龙苑中里,230.0,37588.0
天鑫家园 3室2厅 东 西,97.5,天鑫家园一期,288.0,29539.0
"复式结构,华龙苑中里,靠近地铁",149.94,华龙苑中里,409.0,27278.0
紫金新干线一区 两卧朝南户型 视野采光好,88.58,紫金新干线,520.0,58704.0
"地铁口,正规三居,中间层,小区中间,业主诚信售卖",97.65,天鑫家园一期,316.0,32361.0
"新干线精装修电梯大两居,近地铁",98.91,紫金新干线,478.0,48327.0
霍营 · 华龙苑南里 · 一居室 · 南北通透·采光好 ·,50.3,华龙苑南里,200.0,39761.0
紫金新干线 3室1厅 南 北,132.87,紫金新干线,650.0,48920.0
霍营·紫金新干线·1室·1厅,46.04,紫金新干线,209.0,45395.0
紫金新干线二期 2室1厅 南 北,89.23,紫金新干线,419.0,46958.0
霍营·紫金新干线四期·2室·1厅,73.85,紫金新干线,320.0,43331.0
紫金新干线经典南北户型两居室.,89.43,紫金新干线,450.0,50319.0
【黄平路8号院】| 北京市昌平区回龙观镇黄平路8号院4号楼6单元612号(实际坐落位于北京市昌平区回龙观镇黄平路8号院2号楼6单元612号)房屋,55.54,黄平路8号院,174.0,31329.0
