名称,面积(㎡),小区,总价(万),单价(元/㎡)
"奢华的房源,朴实的价位,您为此停留而选择!",52.0,保利芳园,225.0,43269.0
"地铁昌平线沙河高教园,四层洋房,央企开发,86平至143平",132.0,住总·清樾府,511.0,38712.0
碧水庄园 三期临湖B2户型 两千平米花园毛坯大独栋,758.17,碧水庄园,8000.0,105517.0
玫瑰园 5室2厅 271.05平,271.05,北京玫瑰园,1380.0,50913.0
"一楼,顶楼,历下区,低密改善社区,奥体中路,地铁",77.46,北街家园六区,272.0,35114.0
"奢华的房源,朴实的价位,您为此停留而选择!",52.0,保利芳园,225.0,43269.0
低价购房:74平377万8号线高教园站6百米1-4室看描述,99.0,梧桐星宸,415.0,41919.0
北街家园(七区)正规3室1厅楼层好户型方正房龄新,89.0,北街家园七区,345.0,38764.0
北科建泰禾丽春湖 6室4厅 378.03平,378.03,丽春湖院子,2270.0,60048.0
中海瓦尔登湖 6室5厅 415.49平,415.49,中海瓦尔登湖,3080.0,74129.0
"中海尚湖世家精装修独栋别墅,位置佳采光好",559.89,中海尚湖世家,2800.0,50009.0
中海瓦尔登湖 临时系768㎡毛坯 大独栋 随时可看房 大庭院,449.0,中海瓦尔登湖,2650.0,59020.0
北街家园六区 2室1厅 76.68平,76.68,北街家园六区,216.0,28169.0
北街家园六区 2室1厅 69.85平,69.85,北街家园六区,199.0,28489.0
内部团购价 无任何额外费用 专车 接 随时看房,61.89,北街家园八区,219.0,35385.0
"地铁昌平线沙河高教园站,海淀北科教区,三大国企联合开发精装房",75.0,梧桐星宸,326.0,43466.0
"保真!碧水庄园,次临湖别墅,占地2350㎡,花园面积1400",758.88,碧水庄园,8000.0,105418.0
北京玫瑰园5室3厅精装修,233.74,北京玫瑰园,1580.0,67596.0
"碧水庄园一期,精装大花园独栋别墅",308.12,碧水庄园,2480.0,80488.0
"中海尚湖世家,开发商的样板间,带装修,",295.32,中海尚湖世家,1150.0,38940.0
玫瑰园 9室1厅 南 北,268.1,北京玫瑰园,1350.0,50354.0
南排独栋(南面绿地)客厅挑空 精装7居室 全屋地暖,553.93,中海尚湖世家,2300.0,41521.0
"北街家园(八区)成熟小区,人气旺,交通便利!价格可议!",34.39,北街家园八区,110.0,31986.0
随时可看北街家园一区精装2居 总价税费低交通便利,90.12,北街家园一区,318.0,35286.0
中海瓦尔登湖 4室2厅 287.52平,287.52,中海瓦尔登湖,1990.0,69212.0
中海尚湖世家4室2厅,564.0,中海尚湖世家,1980.0,35106.0
中海尚湖世家 沙河地铁旁 精装电梯联排1350万看房方便,349.0,中海尚湖世家,1349.0,38653.0
"玫瑰园,双拼户型,看房子方便,边户大花园",271.05,北京玫瑰园,1380.0,50913.0
南排独栋(南面绿地)客厅挑空 精装7居室 全屋地暖,553.93,中海尚湖世家,2300.0,41521.0
全明格局!!户型方正!!业主急出售大降价!!,89.0,北街家园八区,237.0,26629.0
北街家园一区 3室2厅 136.02平,136.02,北街家园一区,498.0,36612.0
"玫瑰园双拼别墅南北通透,花园168㎡,土地297㎡",263.71,北京玫瑰园,1600.0,60672.0
北街家园一区 3室1厅 88.4平,88.4,北街家园一区,315.0,35633.0
北街家园一区 精装修3房+南北通透+全配+位置安静+实景拍摄,136.02,北街家园一区,475.0,34921.0
价格合适只售145.00万元 真实报价非常合适 着急出售,52.32,北街家园六区,145.0,27714.0
"顺驰林溪j价格合理,出行方便,小区非常适合居住",382.0,顺驰林溪,1050.0,27486.0
南向客厅挑空!无遮挡!低密宜居社区!交通方便!北入户!急售!,469.55,中海瓦尔登湖,2380.0,50686.0
北京玫瑰园别墅独栋带电梯客厅大挑空,237.85,北京玫瑰园,2200.0,92495.0
玫瑰园 5室2厅 南 北,268.1,北京玫瑰园,1600.0,59679.0
保利芳园 2室1厅 52.8平,52.8,保利芳园,187.0,35416.0
保利芳园 2室1厅 52.35平,52.35,保利芳园,168.0,32091.0
博达小区 近地铁 清晰 满五 中间楼层 南北通透,82.0,博达小区,246.0,30000.0
玫瑰园 5室3厅 271.05平,271.05,北京玫瑰园,1980.0,73049.0
"三水青清庄园,二期大户型,纯地上两层四居室出售,看房方便",278.79,三水青清庄园,1600.0,57390.0
沙河镇南一村 2室1厅 56.19平,56.19,南一村小区,167.0,29720.0
"中海尚湖世家,中间位置毛坯纯独栋",692.51,中海尚湖世家,1950.0,28158.0
昌平北街家园(六区)格局极好精装修修看房随时,74.59,北街家园六区,247.0,33114.0
中海尚湖世家 4室2厅 357.79平,357.79,中海尚湖世家,1680.0,46954.0
北街家园一区 90.14平2居 南北向精装修 随时签约,90.14,北街家园一区,305.0,33836.0
南厅挑空无遮挡!低密宜居社区!邻地铁高速!北入户南绿地!急售,469.55,中海瓦尔登湖,2380.0,50686.0
中海尚湖世家6室3厅精装修,349.0,中海尚湖世家,1349.0,38653.0
碧水庄园一期B5户型 8室3厅 308.12平 挑空客厅,308.12,碧水庄园,3900.0,126574.0
"玫瑰园独栋别墅带私家电梯,上下3层6居室精装修满五",237.0,北京玫瑰园,2300.0,97046.0
"中海尚湖世家,联排别墅,看房方便",347.71,中海尚湖世家,1450.0,41701.0
"D调的奢华:明发滨江,欧式田园风,豪华装修",68.97,北街家园六区,245.0,35522.0
北街家园一区 2室1厅 73.21平,73.21,北街家园一区,240.0,32782.0
民园小区 2室1厅 74.9平,74.9,民园小区,208.0,27770.0
北京玫瑰园 三期临湖大宅 正坐大宅 占地2300平,631.0,北京玫瑰园,5830.0,92393.0
北京玫瑰园温馨有家端正大气装修好业主诚意卖,237.0,北京玫瑰园,2200.0,92827.0
"中海尚湖世家独栋别墅,精装拎包入住,卧室全朝南",688.59,中海尚湖世家,2560.0,37177.0
碧水庄园 三期临湖B2户型 两千平米花园毛坯大独栋,758.17,碧水庄园,8000.0,105517.0
"保真!碧水庄园三期次临湖 独栋别墅,占地2535㎡",739.48,碧水庄园,3800.0,51387.0
"北清路电梯房全明户型两居,东西通透,18高楼层,视野采光好",82.27,北京城建畅悦居,229.0,27835.0
北京玫瑰园4室3厅精装修,260.0,北京玫瑰园,1550.0,59615.0
玫瑰园 7室2厅 南 北,278.15,北京玫瑰园,1350.0,48534.0
中海尚湖世家6室2厅,690.0,中海尚湖世家,2200.0,31884.0
中海尚湖世家独栋别墅 5室2厅 563.42平地上两层地下一,563.42,中海尚湖世家,2500.0,44371.0
北街家园六区 2室1厅 72.11平,72.11,北街家园六区,216.0,29954.0
玫瑰园 9室1厅 南 北,268.1,北京玫瑰园,1350.0,50354.0
首钢一线材厂东宿舍 3室1厅 68.92平,68.92,首钢一线材厂东宿舍居,220.0,31921.0
"地铁沙河高教园站,总高4层花园洋房,国企开发,住总清樾府",88.0,住总·清樾府,395.0,44886.0
"地铁昌平线沙河高教园站,海淀北科教区,三大国企联合开发精装房",75.0,梧桐星宸,326.0,43466.0
沙河医院家属院 3室1厅 75.02平,75.02,沙河医院宿舍,210.0,27992.0
"这样好的房子,你还要继续观望,等错过再后悔莫及吗",126.68,北街家园C区公寓,510.0,40258.0
玫瑰园别墅(三期西区)的小区介绍,233.74,北京玫瑰园,1100.0,47060.0
"梧桐星晨,精装修洋房,昌平线沙河高教园地铁站",99.0,梧桐星宸,480.0,48484.0
民园小区 2室1厅 54.64平,54.64,民园小区,169.0,30929.0
昌平北街家园(六区)格局极好精装修修看房随时,74.59,北街家园六区,247.0,33114.0
"中海瓦尔登湖独栋,精装修大独栋",469.55,中海瓦尔登湖,2650.0,56437.0
北街家园(七区)独立客厅品牌家居电梯房诚意出售看房,82.17,北街家园七区,199.0,24218.0
中海尚湖世家5室4厅,563.64,中海尚湖世家,2050.0,36370.0
中海尚湖世家 沙河地铁旁 精装联排 南入户 采光好 看房方便,344.48,中海尚湖世家,1180.0,34254.0
"中海瓦尔登湖独栋,大独栋",469.55,中海瓦尔登湖别墅,2280.0,48557.0
民园小区 2室1厅 74.9平,74.9,民园小区,220.0,29372.0
民园小区 2室2厅 74.9平,74.9,民园小区,183.0,24432.0
北街家园三区 3室2厅 254.35平,254.35,北街家园C区别墅,830.0,32632.0
中海瓦尔登湖 4室2厅 256.66平,256.66,中海瓦尔登湖,1470.0,57274.0
北京玫瑰园10居室户型房正采光好不临街新上房源!,631.0,北京玫瑰园,5500.0,87163.0
"中海尚湖世家,300万精装修联排,内有电梯",349.13,中海尚湖世家,1299.0,37206.0
"国企开发,精装修洋房,紧邻地铁站,高,商业成熟",127.0,梧桐星宸,653.0,51417.0
泰禾丽春湖 4室3厅,376.46,泰禾丽春湖院子,1390.0,36922.0
中海尚湖世家4室2厅,564.0,中海尚湖世家,1980.0,35106.0
"北街家园(八区)非常正气,楼层好、采光佳,让您居住非常舒适!",35.0,北街家园八区,103.0,29428.0
"碧水庄园 精装大独栋 庭院700多,靠谱出售 价格可谈",750.0,碧水庄园,5980.0,79733.0
北街家园(六区) 南北通透 中间好楼层 满五 低容积,76.64,北街家园六区,215.0,28053.0
中海瓦尔登湖4室4厅精装修,449.0,中海瓦尔登湖,2650.0,59020.0
中海瓦尔登湖 临时系768㎡毛坯 大独栋 随时可看房 大庭院,449.0,中海瓦尔登湖,2650.0,59020.0
"中海尚湖世家精装修独栋别墅,位置佳采光好",559.89,中海尚湖世家,2800.0,50009.0
"北科建泰禾丽春湖,高品质精装500W类独栋,拎包住",378.03,中海丽春湖墅·别墅,1850.0,48937.0
"三水青清庄园,纯地上两层大面宽,精装四居室,随时看房",193.41,三水青清庄园,1020.0,52737.0
南北通透北街家园C区公寓5室3厅,272.0,北街家园C区公寓,900.0,33088.0
玫瑰园 5室3厅 271.05平,271.05,北京玫瑰园,1980.0,73049.0
玫瑰园 5室2厅 271.05平,271.05,北京玫瑰园,1380.0,50913.0
"沙河·中海尚湖世家·7室·3厅,可按电梯,精装修,有车库车位",343.71,中海尚湖世家,1380.0,40150.0
首钢一线材厂北宿舍居民区 2室2厅 94.92平,94.92,佳美小区,205.0,21597.0
"保真!碧水庄园三期次临湖 独栋别墅,占地2535㎡",739.48,碧水庄园,3800.0,51387.0
碧水庄园 8室3厅 308.12平,308.12,碧水庄园,3380.0,109697.0
中海尚湖世家5室4厅,563.64,中海尚湖世家,2050.0,36370.0
北街家园一区 2室1厅 73.21平,73.21,北街家园一区,240.0,32782.0
中海瓦尔登湖 南向客厅挑空 低密社区!交通方便!北入户!急售,469.55,中海瓦尔登湖,2380.0,50686.0
中海瓦尔登湖 4室2厅 287.52平,287.52,中海瓦尔登湖,1990.0,69212.0
碧水庄园 三期临湖B2户型 两千平米花园毛坯大独栋,758.17,碧水庄园,8000.0,105517.0
南厅挑空无遮挡!低密宜居社区!邻地铁高速!北入户南绿地!急售,469.55,中海瓦尔登湖,2380.0,50686.0
碧水庄园二期C1户型7室4厅 357.65平 小户型大花园,357.65,碧水庄园,4600.0,128617.0
北街家园一区 2室2厅 95.76平,95.76,北街家园一区,368.0,38429.0
房东又再一次降价啦!!105.00万1室 值!,25.55,北街家园六区,105.0,41095.0
"中海瓦尔登湖,毛坯,自带港湾,花园1000㎡,有电梯井",768.79,中海丽春湖墅·别墅,5290.0,68809.0
"这样好的房子,你还要继续观望,等错过再后悔莫及吗",60.36,北街家园六区,210.0,34791.0
北街家园一区 2室1厅 73.17平,73.17,北街家园一区,268.0,36627.0
"中海尚湖世家,联排别墅,看房方便",347.71,中海尚湖世家,1450.0,41701.0
民园小区 2室2厅 74.9平,74.9,民园小区,175.0,23364.0
北街家园一区经典大4居格局无浪费电梯房价钱可议,140.88,北街家园一区,509.0,36130.0
民园小区 2室2厅 74.9平,74.9,民园小区,192.0,25634.0
中海尚湖世家6室3厅精装修,349.0,中海尚湖世家,1349.0,38653.0
保真!碧水庄园 三期临湖B2户型 毛坯大独栋,758.17,碧水庄园,8000.0,105517.0
中海尚湖世家 5室2厅 344.48平,344.48,中海尚湖世家,1280.0,37157.0
"梧桐星宸,精装修洋房,紧邻高教园地铁站,高使用率,配套齐全",85.0,梧桐星宸,360.0,42352.0
北街家园(七区)正规3室1厅楼层好户型方正房龄新,89.0,北街家园七区,345.0,38764.0
"北街家园(六区),房主狂甩高品质好房!",29.55,北街家园六区,120.0,40609.0
北街家园(六区) 南北通透 中间好楼层 满五 低容积,76.64,北街家园六区,215.0,28053.0
泰禾丽春湖 5室3厅,565.35,泰禾丽春湖院子,2280.0,40329.0
"中海尚湖世家 6室3厅 571.2平私密性强,精装大花园",571.2,中海尚湖世家,2700.0,47268.0
"中海瓦尔登湖,毛坯,自带港湾,花园1000㎡,有电梯井",768.79,中海丽春湖墅·别墅,5290.0,68809.0
沙河镇南一村 2室1厅 56.19平,56.19,南一村小区,167.0,29720.0
民园小区 2室2厅 74.9平,74.9,民园小区,188.0,25100.0
"地铁昌平线沙河高教园站,海淀北科教区,三大国企联合开发精装房",75.0,梧桐星宸,326.0,43466.0
中海瓦尔登湖5室4厅精装修,541.0,中海瓦尔登湖,2980.0,55083.0
中海瓦尔登湖5室4厅精装修,541.0,中海瓦尔登湖,2980.0,55083.0
"碧水庄园一期,精装大花园独栋别墅",308.12,碧水庄园,2480.0,80488.0
玫瑰园 5室2厅 南 北,268.1,北京玫瑰园,1600.0,59679.0
中海尚湖世家 联排边户 诚意出售,354.82,中海尚湖世家,1160.0,32692.0
北街家园(八区)中层小区安静舒适明厨明卫南北户型,32.9,北街家园八区,125.0,37993.0
北街家园三区 4室3厅 253.7平,253.7,北街家园C区别墅,799.0,31493.0
保利芳园 1室1厅 42.27平,42.27,保利芳园,135.0,31937.0
"这样好的房子,你还要继续观望,等错过再后悔莫及吗",60.36,北街家园六区,210.0,34791.0
中海尚湖世家 6室3厅 351.74平 花园面积大 精装修,351.74,中海尚湖世家,1790.0,50889.0
"中海尚湖世家,中间位置毛坯纯独栋",692.51,中海尚湖世家,1950.0,28158.0
"国企开发,精装修洋房,紧邻地铁站,高,商业成熟",127.0,梧桐星宸,653.0,51417.0
中海瓦尔登湖 南向客厅挑空 低密社区!交通方便!北入户!急售,469.55,中海瓦尔登湖,2380.0,50686.0
玫瑰园 5室2厅 南 北,268.1,北京玫瑰园,1600.0,59679.0
高档小区 人文荟萃 高品质的象征 体验奢华生活,89.0,北街家园七区,270.0,30337.0
南向客厅挑空!无遮挡!低密宜居社区!交通方便!北入户!急售!,469.55,中海瓦尔登湖,2380.0,50686.0
民园小区 3室1厅 87.89平,87.89,民园小区,245.0,27875.0
"中海尚湖世家,精装修联排,有电梯",343.71,中海尚湖世家,1230.0,35785.0
泰禾丽春湖 4室3厅,376.46,泰禾丽春湖院子,1390.0,36922.0
中海尚湖世家西区欧式精装联排别墅,348.63,中海尚湖世家,1280.0,36715.0
精装四室 南北通透 首付三成可贷款 随时看房,76.92,北街家园六区,208.0,27041.0
正南泰禾丽春湖4室3厅,465.2,泰禾丽春湖院子,2800.0,60189.0
保利芳园东南婚房 仅售233.00万,52.0,保利芳园,233.0,44807.0
北街家园(八区)免费车位拎包入住南北朝向电梯房,89.0,北街家园八区,285.0,32022.0
北街家园六区 2室1厅 69.85平,69.85,北街家园六区,199.0,28489.0
中海尚湖世家6室2厅,690.0,中海尚湖世家,2200.0,31884.0
"保真!碧水庄园三期次临湖 独栋别墅,占地2535㎡",739.48,碧水庄园,3800.0,51387.0
中海尚湖世家6室3厅精装修,349.0,中海尚湖世家,1349.0,38653.0
精装联排 南入户 南向间距大 采光好 看房方便,344.48,中海尚湖世家,1180.0,34254.0
中海瓦尔登湖 临时系768㎡毛坯 大独栋 随时可看房 大庭院,768.79,中海瓦尔登湖,4998.0,65011.0
中海尚湖世家5室4厅,563.64,中海尚湖世家,2050.0,36370.0
玫瑰园别墅(三期西区)的小区介绍,233.74,北京玫瑰园,1100.0,47060.0
"碧水庄园 精装大独栋 庭院700多,靠谱出售 价格可谈",750.0,碧水庄园,5980.0,79733.0
"中海尚湖世家独栋别墅,精装拎包入住,卧室全朝南",688.59,中海尚湖世家,2560.0,37177.0
中海尚湖世家 联排别墅 毛坯,344.48,中海尚湖世家,1190.0,34544.0
"D调的奢华:明发滨江,欧式田园风,豪华装修",124.0,北街家园八区,419.0,33790.0
"北清路电梯房全明户型两居,东西通透,18高楼层,视野采光好",82.27,北京城建畅悦居,229.0,27835.0
玫瑰园 9室1厅 南 北,268.1,北京玫瑰园,1350.0,50354.0
民园小区 2室1厅 69.23平,69.23,民园小区,168.0,24266.0
北京玫瑰园10居室户型房正采光好不临街新上房源!,631.0,北京玫瑰园,5500.0,87163.0
"国企开发,精装修洋房,紧邻高教园地铁站,高使用率,配套齐全",99.0,梧桐星宸,440.0,44444.0
沙河医院家属院 3室1厅 75.02平,75.02,沙河医院宿舍,210.0,27992.0
中海尚湖世家 沙河地铁旁 精装联排 南入户 采光好 看房方便,344.48,中海尚湖世家,1180.0,34254.0
玫瑰园 5室4厅 355.58平,355.58,北京玫瑰园,3400.0,95618.0
宏星地产推荐 碧水庄园精装修 售价5800万,571.9,碧水庄园,5800.0,101416.0
北京玫瑰园 精装双拼 出门就是公园,233.74,北京玫瑰园,1580.0,67596.0
宏星地产 碧水 精装修 土地面积1680平 售价3980万,357.65,碧水庄园,3980.0,111281.0
宏星地产推荐 碧水庄园 毛坯 全新户型 花园 面宽,747.07,碧水庄园,6000.0,80313.0
宏星地产推荐 碧水庄园 精装修 售价4380万,357.65,碧水庄园,4380.0,122466.0
一期大户型 1400万独栋出炉,402.0,无双别墅,1388.0,34527.0
急!真图实.价花园1800平 碧水二期 大独栋 毛坯房 出售,361.0,碧水庄园,3300.0,91412.0
中海尚湖世家5室2厅豪华装修,351.0,中海尚湖世家,1600.0,45584.0
宏星地产推荐 碧水 精装 有电梯 售价4380万,357.7,碧水庄园,4380.0,122448.0
北京玫瑰园4室2厅企业推荐房源,233.74,北京玫瑰园,1800.0,77008.0
碧水庄园 三期 精装 南花园 北进院 售价4000万,314.06,碧水庄园,4000.0,127364.0
宏星地产推荐 碧水庄园 精装 售价5800万,593.91,碧水庄园,5800.0,97657.0
大花园、临中心公园1380万精装独栋,240.0,无双别墅,1380.0,57500.0
宏星地产推荐 碧水临湖直降2000万 精装 现售价5000,559.94,碧水庄园,5000.0,89295.0
"中海瓦尔登湖双拼别墅,南侧一排,直观百亩绿地,临湖双拼!",289.1,中海瓦尔登湖,1750.0,60532.0
北京玫瑰园6室3厅精装修,263.71,北京玫瑰园,1700.0,64464.0
中海瓦尔登湖便宜的独栋!独栋别墅!地铁近,415.49,中海瓦尔登湖别墅,1750.0,42118.0
宏星地产推荐 碧水 三期次临湖 带电梯 全屋新装修保养好,741.28,碧水庄园,6000.0,80941.0
宏星地产推荐 碧水 独栋 房本面积593平 售价5800万,593.91,碧水庄园,5800.0,97657.0
宏星地产推荐 碧水庄园 豪华装修,747.0,碧水庄园,5800.0,77643.0
民园小区 2室2厅 74.9平,74.9,民园小区,199.0,26568.0
宏星地产推荐 碧水三期湖边独栋 售价7000万,755.46,碧水庄园,7000.0,92658.0
"北清路回龙观畅悦居,电梯一居,南北精装,商满五",71.78,北京城建畅悦居,179.0,24937.0
昌平 实房!复式大开间 近生命科学园 业主急售随时看房过户,61.0,珠江摩派,140.0,22950.0
"喜欢简单,不会凌乱;喜欢低调,不会张扬,北街家园(六区)诚意",61.69,北街家园六区,238.0,38580.0
回龙观·畅悦居·3室·1厅,106.22,北京城建畅悦居,338.0,31820.0
北街家园六区2室1厅,61.69,北街家园六区,260.0,42146.0
首付120万即可购买北航旁南北三居室 高层视野好,89.0,北街家园七区,330.0,37078.0
"地铁昌平线沙河高教园 建工嘉境里,2-4室户型,精装,带收纳",105.0,北京建工·嘉境里,355.0,33809.0
昌平精装修北街家园一区人文社区飘窗视野开阔,132.24,北街家园一区,599.0,45296.0
北京玫瑰园5室2厅企业推荐房源,291.0,北京玫瑰园,1650.0,56701.0
北京玫瑰园 6室3厅,497.5,北京玫瑰园,4500.0,90452.0
中海尚湖世家性价比很高的大独栋,692.0,中海尚湖世家,1950.0,28179.0
精装修双拼别墅 南北向 位置很不错的,271.05,北京玫瑰园,1600.0,59029.0
南北通透四居室 豪华装修 使用面积大 中间层好视野,136.69,北街家园一区,558.0,40822.0
北街家园七区 南北通透三居 精装满五 单价3.1万 看房方便,89.17,北街家园七区,280.0,31400.0
"北街家园一区非常正气,楼层好、采光佳,让您居住非常舒适!",145.07,北街家园一区,586.0,40394.0
首付120万即可购买北航旁南北三居室 高层视野好,89.0,北街家园七区,330.0,37078.0
北师大学校旁 满五 商品住宅 高楼层视野好 价格可谈,34.39,北街家园八区,138.0,40127.0
正南 碧水庄园 5室2厅,377.93,碧水庄园,2390.0,63239.0
临湖大院别墅 花园集中一边 精装修 带私家电梯,631.08,北京玫瑰园,5100.0,80813.0
别墅区洋房2+3复试南北大四居室双卫全明格局 满五,197.5,北一街8号,699.0,35392.0
"北街家园(六区),错过只能去后悔,失去不能拥有",87.0,北街家园六区,288.0,33103.0
正南中海尚湖世家5室4厅,559.0,中海尚湖世家,2200.0,39355.0
碧水庄园 花园面积2000平 环境优美 满五 有电梯,570.09,碧水庄园,6500.0,114017.0
回龙观·畅悦居·2室·1厅,70.45,北京城建畅悦居,210.0,29808.0
玫瑰园三期精装独栋超低价出售,367.0,北京玫瑰园,2600.0,70844.0
保真!碧水庄园 三期3600平米 临湖超大面积独栋,1025.99,碧水庄园,12800.0,124757.0
中海上叠 精装 位置佳 视野好,175.73,中海尚湖世家,840.0,47800.0
北街家园八区1室精装修,35.46,北街家园八区,145.0,40891.0
中海尚湖世家联排 5室3厅 352.68平地下一层地上三层,352.68,中海尚湖世家,1470.0,41680.0
北街家园一区 满五两居,84.52,北街家园一区,312.0,36914.0
南北通透北街家园C区公寓2室2厅,96.53,北街家园C区公寓,399.0,41334.0
急急急!真图实.价!占地1200平!碧水一期 独栋别墅!靠谱,335.0,碧水庄园,2300.0,68656.0
北京玫瑰园 超大面积 临湖毛坯独栋,1208.98,北京玫瑰园,5555.0,45947.0
北街家园六区3室1厅精装修,77.47,北街家园六区,332.0,42855.0
北街家园六区 2室1厅 77.34平,77.34,北街家园六区,238.0,30773.0
北街家园六区 南北向 五居室 满五,151.7,北街家园六区,459.0,30257.0
六环内精装洋房 首付40万 满配精装 拎包入住 永丰板块,74.53,北京建工·嘉境里,286.0,38373.0
北街家园(七区) 低于市场价出手 钥匙在手随时看房,69.0,北街家园七区,245.0,35507.0
"北街家园(七区)j价格合理,出行方便,小区非常适合居住",86.79,北街家园七区,295.0,33990.0
北街家园六区1室精装修,29.43,北街家园六区,145.0,49269.0
南北二居 板楼二层 采光通风好 有本 商品房,82.69,五福家园,270.0,32652.0
北航学校旁首付58万即可买两居室高层事业开阔满五,61.69,北街家园六区,249.0,40363.0
"北街家园(八区)成熟小区,人气旺,交通便利!价格可议!",61.89,北街家园八区,229.0,37001.0
北京玫瑰园5室3厅精装修,368.32,北京玫瑰园,3600.0,97741.0
历史低价格 业主急售 南北大三居141平米,132.24,北街家园一区,515.0,38944.0
南北通透北街家园C区公寓2室2厅精装修,99.0,北街家园C区公寓,550.0,55555.0
无双别墅A区精装独栋卖卖卖,246.0,无双别墅,1650.0,67073.0
泰禾丽春湖南合院 带室内电梯 价格可大谈 看房随时,410.06,泰禾丽春湖院子,1780.0,43408.0
正南 北京玫瑰园 5室3厅 豪华装修,277.68,北京玫瑰园,2500.0,90031.0
北街家园八区1室企业推荐房源,32.9,北街家园八区,132.0,40121.0
宏星地产推荐碧水庄园三期 精装 售价8999万,758.21,碧水庄园,8999.0,118687.0
碧水庄园 三期精装C户型1500平米大花园独栋,570.0,碧水庄园,4800.0,84210.0
"(花院1000平,临湖景观大宅,百 楼间距)业主出国",751.0,中海瓦尔登湖,3600.0,47936.0
临湖大宅 整个南向全是水系 带水系长廊 风景采光,607.72,北京玫瑰园,5000.0,82274.0
中海尚湖世家5室3厅豪华装修,563.42,中海尚湖世家,2350.0,41709.0
北街家园六区3室1厅精装修,77.46,北街家园六区,305.0,39375.0
"北街家园(六区)j价格合理,出行方便,小区非常适合居住",64.19,北街家园六区,300.0,46736.0
"急急急!真图实.价!碧水一期独栋别墅,院400平.毛坯房。",276.0,碧水庄园,1600.0,57971.0
三水青清采光好低楼层独立客厅看房随时1099万,200.02,无双别墅,1099.0,54944.0
"喜欢简单,不会凌乱。喜欢低调,不会张扬。泰禾丽春湖院字",411.0,泰禾丽春湖院子,2300.0,55961.0
昌平沙河中海瓦尔登湖196号(独栋别墅),415.49,中海瓦尔登湖,1750.0,42118.0
南北通透北街家园一区3室1厅,90.42,北街家园一区,295.0,32625.0
业主赔200万出手 261平 纯地上别墅价格可谈 边户大花园,260.0,泰禾丽春湖院子,1250.0,48076.0
北京玫瑰园5室2厅精装修,268.1,北京玫瑰园,1500.0,55949.0
北京玫瑰园景观公园新装修直接入住省去装修的烦恼!,237.85,北京玫瑰园,2600.0,109312.0
碧水庄园8室5厅精装修,593.91,碧水庄园,7500.0,126281.0
碧水庄园9室5厅豪华装修,758.21,碧水庄园,8000.0,105511.0
南北通透北街家园一区3室1厅精装修,78.0,北街家园一区,349.0,44743.0
南北通透北街家园六区3室1厅,76.0,北街家园六区,300.0,39473.0
急售北航学校旁两居室高层视野开阔满五价格可谈,64.19,北街家园六区,249.0,38791.0
"保真!临湖独栋别墅,占地2800平,,带电梯",593.91,碧水庄园,5800.0,97657.0
买别墅找环球 尚湖世家下沉式花园400平 原始格局 急售,564.44,中海尚湖世家,2080.0,36850.0
北街家园四区 4室3厅 254.29平,254.29,北街家园C区别墅,919.0,36139.0
急急急!碧水一期!院400平!使用面积700平!精装 出售,344.0,碧水庄园,2300.0,66860.0
北街家园(六区) 精装2居室 观景房,60.36,北街家园六区,202.0,33465.0
中海尚湖世家5室2厅豪华装修,351.0,中海尚湖世家,1600.0,45584.0
正南中海尚湖世家5室3厅,564.44,中海尚湖世家,2160.0,38268.0
南北带50平米院 三房2卫 南北通透 诚心出售,143.85,北街家园C区公寓,550.0,38234.0
南北通透北街家园一区3室1厅精装修,78.68,北街家园一区,286.0,36349.0
南北通透北一街8号3室2厅精装修,186.0,北一街8号,680.0,36559.0
昌平沙河 顺驰林溪 别墅7室3厅,370.26,顺驰林溪,825.1,22284.0
南北通透北街家园五区3室1厅,88.11,北街家园五区,368.0,41765.0
南北通透五福家园2室1厅,83.21,五福家园,260.0,31246.0
"碧水庄园三期次临湖,占地2400平,豪华新装修",758.44,碧水庄园,6000.0,79109.0
昌平区 沙河 保利罗兰香谷,131.03,保利罗兰香谷,327.0,24956.0
北京玫瑰园 2350万大独栋 稀缺位置 四周环路 现毛坯状态,758.39,北京玫瑰园,3500.0,46150.0
北京玫瑰园 独栋别墅1000平大花园 北向简装修 着急出售,607.28,北京玫瑰园,2685.0,44213.0
玫瑰园 太空区 双拼别墅 精装修 花园大,271.05,北京玫瑰园,1750.0,64563.0
正南 中海尚湖世家 5室3厅,565.93,中海尚湖世家,2248.0,39722.0
急急急!真图实.价!碧水一期 院400平.推倒精装.靠谱出售,422.0,碧水庄园,2500.0,59241.0
高教地铁 高教新城观宇园 南北通透三居 满五精装高层,88.33,高教新城观宇园,279.0,31586.0
南北通透北街家园一区3室1厅精装修,136.99,北街家园一区,550.0,40148.0
北街家园八区1室精装修,67.39,北街家园八区,258.0,38284.0
北京玫瑰园6室2厅精装修,753.05,北京玫瑰园,4600.0,61084.0
别墅区洋房2+3复试南北大四居室双卫全明格局 满五,197.5,北一街8号,699.0,35392.0
北街家园六区2室1厅,61.69,北街家园六区,260.0,42146.0
一期大户型 1400万独栋出炉,402.0,无双别墅,1388.0,34527.0
正南 碧水庄园 7室3厅 豪华装修,743.3,碧水庄园,9500.0,127808.0
碧水庄园7室4厅精装修,357.65,碧水庄园,4600.0,128617.0
北京玫瑰园6室4厅企业推荐房源,607.0,北京玫瑰园,5500.0,90609.0
